,Descubrir,Lenguaje,Técnica,Resolucion,Píxeles,Ciclos
1107,Descubrir,c,normal-02,320,102400,1145439.0
1108,Descubrir,c,normal-02,320,102400,1287577.0
1109,Descubrir,c,normal-02,320,102400,1417235.0
1110,Descubrir,c,normal-02,384,147456,1734406.0
1111,Descubrir,c,normal-02,384,147456,1945145.0
1112,Descubrir,c,normal-02,384,147456,1690845.0
1113,Descubrir,c,normal-02,384,147456,1647407.0
1114,Descubrir,c,normal-02,384,147456,1777133.0
1115,Descubrir,c,normal-02,384,147456,1646889.0
1116,Descubrir,c,normal-02,384,147456,1905519.0
1117,Descubrir,c,normal-02,384,147456,1865491.0
1118,Descubrir,c,normal-02,384,147456,1743229.0
1119,Descubrir,c,normal-02,384,147456,1698546.0
1120,Descubrir,c,normal-02,384,147456,1989110.0
1121,Descubrir,c,normal-02,384,147456,1842275.0
1122,Descubrir,c,normal-02,384,147456,1861884.0
1123,Descubrir,c,normal-02,384,147456,1829395.0
1124,Descubrir,c,normal-02,384,147456,1959238.0
1125,Descubrir,c,normal-02,384,147456,1709984.0
1126,Descubrir,c,normal-02,384,147456,1812458.0
1127,Descubrir,c,normal-02,384,147456,1723431.0
1128,Descubrir,c,normal-02,384,147456,1774243.0
1129,Descubrir,c,normal-02,384,147456,1947543.0
1130,Descubrir,c,normal-02,384,147456,1798866.0
1131,Descubrir,c,normal-02,384,147456,1721335.0
1132,Descubrir,c,normal-02,384,147456,1833027.0
1133,Descubrir,c,normal-02,384,147456,2024885.0
1134,Descubrir,c,normal-02,384,147456,1751847.0
1135,Descubrir,c,normal-02,384,147456,1730215.0
1136,Descubrir,c,normal-02,384,147456,1757197.0
1137,Descubrir,c,normal-02,384,147456,1895617.0
1138,Descubrir,c,normal-02,384,147456,1743515.0
1139,Descubrir,c,normal-02,384,147456,1854542.0
1140,Descubrir,c,normal-02,448,200704,2415783.0
1141,Descubrir,c,normal-02,448,200704,2378635.0
1142,Descubrir,c,normal-02,448,200704,2411965.0
1143,Descubrir,c,normal-02,448,200704,2299312.0
1144,Descubrir,c,normal-02,448,200704,2450539.0
1145,Descubrir,c,normal-02,448,200704,13061938.0
1146,Descubrir,c,normal-02,448,200704,2414991.0
1147,Descubrir,c,normal-02,448,200704,2863339.0
1148,Descubrir,c,normal-02,448,200704,2472761.0
1149,Descubrir,c,normal-02,448,200704,2511582.0
1150,Descubrir,c,normal-02,448,200704,2506754.0
1151,Descubrir,c,normal-02,448,200704,2457491.0
1152,Descubrir,c,normal-02,448,200704,2294260.0
1153,Descubrir,c,normal-02,448,200704,2414371.0
1154,Descubrir,c,normal-02,448,200704,2362789.0
1155,Descubrir,c,normal-02,448,200704,2394283.0
1156,Descubrir,c,normal-02,448,200704,2300498.0
1157,Descubrir,c,normal-02,448,200704,2287871.0
1158,Descubrir,c,normal-02,448,200704,2361508.0
1159,Descubrir,c,normal-02,448,200704,2446896.0
1160,Descubrir,c,normal-02,448,200704,2361851.0
1161,Descubrir,c,normal-02,448,200704,2428163.0
1162,Descubrir,c,normal-02,448,200704,2539856.0
1163,Descubrir,c,normal-02,448,200704,2415576.0
1164,Descubrir,c,normal-02,448,200704,2475256.0
1165,Descubrir,c,normal-02,448,200704,10333835.0
1166,Descubrir,c,normal-02,448,200704,3238203.0
1167,Descubrir,c,normal-02,448,200704,2737685.0
1168,Descubrir,c,normal-02,448,200704,2605647.0
1169,Descubrir,c,normal-02,448,200704,2328005.0
1170,Descubrir,c,normal-02,512,262144,3295937.0
1171,Descubrir,c,normal-02,512,262144,3083211.0
1172,Descubrir,c,normal-02,512,262144,3107324.0
1173,Descubrir,c,normal-02,512,262144,3280998.0
1174,Descubrir,c,normal-02,512,262144,3261026.0
1175,Descubrir,c,normal-02,512,262144,4668622.0
1176,Descubrir,c,normal-02,512,262144,2994501.0
1177,Descubrir,c,normal-02,512,262144,3195962.0
1178,Descubrir,c,normal-02,512,262144,3218740.0
1179,Descubrir,c,normal-02,512,262144,3157795.0
1180,Descubrir,c,normal-02,512,262144,3107920.0
1181,Descubrir,c,normal-02,512,262144,3201291.0
1182,Descubrir,c,normal-02,512,262144,3234947.0
1183,Descubrir,c,normal-02,512,262144,3134767.0
1184,Descubrir,c,normal-02,512,262144,3158551.0
1185,Descubrir,c,normal-02,512,262144,17327000.0
1186,Descubrir,c,normal-02,512,262144,16042577.0
1187,Descubrir,c,normal-02,512,262144,3255542.0
1188,Descubrir,c,normal-02,512,262144,3226973.0
1189,Descubrir,c,normal-02,512,262144,3136822.0
1190,Descubrir,c,normal-02,512,262144,3195232.0
1191,Descubrir,c,normal-02,512,262144,3307152.0
1192,Descubrir,c,normal-02,512,262144,3145401.0
1193,Descubrir,c,normal-02,512,262144,3115995.0
1194,Descubrir,c,normal-02,512,262144,3174981.0
1195,Descubrir,c,normal-02,512,262144,3358143.0
1196,Descubrir,c,normal-02,512,262144,3190228.0
1197,Descubrir,c,normal-02,512,262144,3158777.0
1198,Descubrir,c,normal-02,512,262144,3161099.0
1199,Descubrir,c,normal-02,512,262144,3128976.0
1200,Descubrir,c,normal-02,576,331776,3895149.0
1201,Descubrir,c,normal-02,576,331776,3970626.0
1202,Descubrir,c,normal-02,576,331776,4066428.0
1203,Descubrir,c,normal-02,576,331776,3992416.0
1204,Descubrir,c,normal-02,576,331776,4326863.0
1205,Descubrir,c,normal-02,576,331776,3949639.0
1206,Descubrir,c,normal-02,576,331776,4508145.0
1207,Descubrir,c,normal-02,576,331776,4050142.0
1208,Descubrir,c,normal-02,576,331776,4122040.0
1209,Descubrir,c,normal-02,576,331776,3942758.0
1210,Descubrir,c,normal-02,576,331776,4738928.0
1211,Descubrir,c,normal-02,576,331776,3969512.0
1212,Descubrir,c,normal-02,576,331776,3928859.0
1213,Descubrir,c,normal-02,576,331776,3936058.0
1214,Descubrir,c,normal-02,576,331776,3914564.0
1215,Descubrir,c,normal-02,576,331776,3938338.0
1216,Descubrir,c,normal-02,576,331776,4078409.0
1217,Descubrir,c,normal-02,576,331776,4071989.0
1218,Descubrir,c,normal-02,576,331776,3958348.0
1219,Descubrir,c,normal-02,576,331776,3837370.0
1220,Descubrir,c,normal-02,576,331776,17795490.0
1221,Descubrir,c,normal-02,576,331776,4306902.0
1222,Descubrir,c,normal-02,576,331776,4087172.0
1223,Descubrir,c,normal-02,576,331776,4106328.0
1224,Descubrir,c,normal-02,576,331776,4075711.0
1225,Descubrir,c,normal-02,576,331776,3883692.0
1226,Descubrir,c,normal-02,576,331776,3852076.0
1227,Descubrir,c,normal-02,576,331776,4016985.0
1228,Descubrir,c,normal-02,576,331776,3748565.0
1229,Descubrir,c,normal-02,576,331776,5385437.0
1230,Descubrir,c,normal-02,640,409600,5332778.0
1231,Descubrir,c,normal-02,640,409600,5166234.0
1232,Descubrir,c,normal-02,640,409600,5090849.0
1233,Descubrir,c,normal-02,640,409600,5127899.0
1234,Descubrir,c,normal-02,640,409600,5134497.0
1235,Descubrir,c,normal-02,640,409600,5160595.0
1236,Descubrir,c,normal-02,640,409600,4898444.0
1237,Descubrir,c,normal-02,640,409600,5386885.0
1238,Descubrir,c,normal-02,640,409600,5693079.0
1239,Descubrir,c,normal-02,640,409600,4866558.0
1240,Descubrir,c,normal-02,640,409600,5561271.0
1241,Descubrir,c,normal-02,640,409600,4757514.0
1242,Descubrir,c,normal-02,640,409600,5065123.0
1243,Descubrir,c,normal-02,640,409600,4621406.0
1244,Descubrir,c,normal-02,640,409600,4852779.0
1245,Descubrir,c,normal-02,640,409600,4620599.0
1246,Descubrir,c,normal-02,640,409600,4751841.0
1247,Descubrir,c,normal-02,640,409600,5297802.0
1248,Descubrir,c,normal-02,640,409600,4788251.0
1249,Descubrir,c,normal-02,640,409600,5034352.0
1250,Descubrir,c,normal-02,640,409600,5060407.0
1251,Descubrir,c,normal-02,640,409600,5303608.0
1252,Descubrir,c,normal-02,640,409600,4913979.0
1253,Descubrir,c,normal-02,640,409600,4844893.0
1254,Descubrir,c,normal-02,640,409600,4762779.0
1255,Descubrir,c,normal-02,640,409600,4759786.0
1256,Descubrir,c,normal-02,640,409600,4885392.0
1257,Descubrir,c,normal-02,640,409600,4614081.0
1258,Descubrir,c,normal-02,640,409600,4755520.0
1259,Descubrir,c,normal-02,640,409600,5229165.0
1260,Descubrir,c,normal-02,704,495616,5837347.0
1261,Descubrir,c,normal-02,704,495616,13271144.0
1262,Descubrir,c,normal-02,704,495616,5763741.0
1263,Descubrir,c,normal-02,704,495616,6103488.0
1264,Descubrir,c,normal-02,704,495616,5971033.0
1265,Descubrir,c,normal-02,704,495616,6626539.0
1266,Descubrir,c,normal-02,704,495616,6026856.0
1267,Descubrir,c,normal-02,704,495616,6211929.0
1268,Descubrir,c,normal-02,704,495616,6340144.0
1269,Descubrir,c,normal-02,704,495616,6021532.0
1270,Descubrir,c,normal-02,704,495616,6049951.0
1271,Descubrir,c,normal-02,704,495616,5930120.0
1272,Descubrir,c,normal-02,704,495616,5841935.0
1273,Descubrir,c,normal-02,704,495616,5956982.0
1274,Descubrir,c,normal-02,704,495616,6251786.0
1275,Descubrir,c,normal-02,704,495616,6166797.0
1276,Descubrir,c,normal-02,704,495616,5825921.0
1277,Descubrir,c,normal-02,704,495616,6039555.0
1278,Descubrir,c,normal-02,704,495616,5882300.0
1279,Descubrir,c,normal-02,704,495616,5896377.0
1280,Descubrir,c,normal-02,704,495616,5913636.0
1281,Descubrir,c,normal-02,704,495616,6059057.0
1282,Descubrir,c,normal-02,704,495616,6280076.0
1283,Descubrir,c,normal-02,704,495616,6058542.0
1284,Descubrir,c,normal-02,704,495616,6182801.0
1285,Descubrir,c,normal-02,704,495616,5991291.0
1286,Descubrir,c,normal-02,704,495616,6217567.0
1287,Descubrir,c,normal-02,704,495616,6133604.0
1288,Descubrir,c,normal-02,704,495616,5956875.0
1289,Descubrir,c,normal-02,704,495616,6115841.0
1290,Descubrir,c,normal-02,768,589824,7211960.0
1291,Descubrir,c,normal-02,768,589824,7192947.0
1292,Descubrir,c,normal-02,768,589824,7379081.0
1293,Descubrir,c,normal-02,768,589824,7550081.0
1294,Descubrir,c,normal-02,768,589824,15464784.0
1295,Descubrir,c,normal-02,768,589824,7658298.0
1296,Descubrir,c,normal-02,768,589824,7512248.0
1297,Descubrir,c,normal-02,768,589824,8357061.0
1298,Descubrir,c,normal-02,768,589824,7198961.0
1299,Descubrir,c,normal-02,768,589824,7280342.0
1300,Descubrir,c,normal-02,768,589824,7269415.0
1301,Descubrir,c,normal-02,768,589824,7434753.0
1302,Descubrir,c,normal-02,768,589824,8069109.0
1303,Descubrir,c,normal-02,768,589824,7073968.0
1304,Descubrir,c,normal-02,768,589824,7251487.0
1305,Descubrir,c,normal-02,768,589824,7397943.0
1306,Descubrir,c,normal-02,768,589824,7080101.0
1307,Descubrir,c,normal-02,768,589824,7522200.0
1308,Descubrir,c,normal-02,768,589824,7449677.0
1309,Descubrir,c,normal-02,768,589824,7261285.0
1310,Descubrir,c,normal-02,768,589824,7239236.0
1311,Descubrir,c,normal-02,768,589824,7407704.0
1312,Descubrir,c,normal-02,768,589824,8729477.0
1313,Descubrir,c,normal-02,768,589824,19919672.0
1314,Descubrir,c,normal-02,768,589824,7200838.0
1315,Descubrir,c,normal-02,768,589824,7302383.0
1316,Descubrir,c,normal-02,768,589824,7173988.0
1317,Descubrir,c,normal-02,768,589824,7305139.0
1318,Descubrir,c,normal-02,768,589824,7656984.0
1319,Descubrir,c,normal-02,768,589824,7501279.0
1320,Descubrir,c,normal-02,832,692224,8753599.0
1321,Descubrir,c,normal-02,832,692224,16043516.0
1322,Descubrir,c,normal-02,832,692224,8752401.0
1323,Descubrir,c,normal-02,832,692224,9087875.0
1324,Descubrir,c,normal-02,832,692224,8555537.0
1325,Descubrir,c,normal-02,832,692224,8630580.0
1326,Descubrir,c,normal-02,832,692224,8441381.0
1327,Descubrir,c,normal-02,832,692224,8890624.0
1328,Descubrir,c,normal-02,832,692224,8320805.0
1329,Descubrir,c,normal-02,832,692224,8481945.0
1330,Descubrir,c,normal-02,832,692224,23015842.0
1331,Descubrir,c,normal-02,832,692224,9148965.0
1332,Descubrir,c,normal-02,832,692224,31130798.0
1333,Descubrir,c,normal-02,832,692224,8579131.0
1334,Descubrir,c,normal-02,832,692224,8641843.0
1335,Descubrir,c,normal-02,832,692224,8944308.0
1336,Descubrir,c,normal-02,832,692224,8490122.0
1337,Descubrir,c,normal-02,832,692224,8526274.0
1338,Descubrir,c,normal-02,832,692224,8340372.0
1339,Descubrir,c,normal-02,832,692224,8739565.0
1340,Descubrir,c,normal-02,832,692224,8572139.0
1341,Descubrir,c,normal-02,832,692224,8909762.0
1342,Descubrir,c,normal-02,832,692224,8857673.0
1343,Descubrir,c,normal-02,832,692224,9166570.0
1344,Descubrir,c,normal-02,832,692224,9374353.0
1345,Descubrir,c,normal-02,832,692224,8699195.0
1346,Descubrir,c,normal-02,832,692224,9038435.0
1347,Descubrir,c,normal-02,832,692224,8738734.0
1348,Descubrir,c,normal-02,832,692224,8582289.0
1349,Descubrir,c,normal-02,832,692224,8564235.0
1350,Descubrir,c,normal-02,896,802816,10287369.0
1351,Descubrir,c,normal-02,896,802816,9884378.0
1352,Descubrir,c,normal-02,896,802816,10244768.0
1353,Descubrir,c,normal-02,896,802816,10129316.0
1354,Descubrir,c,normal-02,896,802816,10069083.0
1355,Descubrir,c,normal-02,896,802816,11016284.0
1356,Descubrir,c,normal-02,896,802816,10372713.0
1357,Descubrir,c,normal-02,896,802816,10013971.0
1358,Descubrir,c,normal-02,896,802816,9744614.0
1359,Descubrir,c,normal-02,896,802816,9932130.0
1360,Descubrir,c,normal-02,896,802816,11664677.0
1361,Descubrir,c,normal-02,896,802816,9998184.0
1362,Descubrir,c,normal-02,896,802816,27620024.0
1363,Descubrir,c,normal-02,896,802816,14814100.0
1364,Descubrir,c,normal-02,896,802816,10131240.0
1365,Descubrir,c,normal-02,896,802816,10375578.0
1366,Descubrir,c,normal-02,896,802816,10067838.0
1367,Descubrir,c,normal-02,896,802816,10514685.0
1368,Descubrir,c,normal-02,896,802816,9949767.0
1369,Descubrir,c,normal-02,896,802816,10066219.0
1370,Descubrir,c,normal-02,896,802816,10317595.0
1371,Descubrir,c,normal-02,896,802816,10380522.0
1372,Descubrir,c,normal-02,896,802816,10424467.0
1373,Descubrir,c,normal-02,896,802816,10512541.0
1374,Descubrir,c,normal-02,896,802816,9662884.0
1375,Descubrir,c,normal-02,896,802816,10641187.0
1376,Descubrir,c,normal-02,896,802816,9762920.0
1377,Descubrir,c,normal-02,896,802816,16126872.0
1378,Descubrir,c,normal-02,896,802816,10562934.0
1379,Descubrir,c,normal-02,896,802816,9702105.0
1380,Descubrir,c,normal-02,960,921600,11097079.0
1381,Descubrir,c,normal-02,960,921600,10843274.0
1382,Descubrir,c,normal-02,960,921600,12502574.0
1383,Descubrir,c,normal-02,960,921600,11499585.0
1384,Descubrir,c,normal-02,960,921600,11514837.0
1385,Descubrir,c,normal-02,960,921600,12422042.0
1386,Descubrir,c,normal-02,960,921600,11719727.0
1387,Descubrir,c,normal-02,960,921600,11332129.0
1388,Descubrir,c,normal-02,960,921600,11404173.0
1389,Descubrir,c,normal-02,960,921600,11740844.0
1390,Descubrir,c,normal-02,960,921600,25142464.0
1391,Descubrir,c,normal-02,960,921600,11628496.0
1392,Descubrir,c,normal-02,960,921600,11182112.0
1393,Descubrir,c,normal-02,960,921600,10772029.0
1394,Descubrir,c,normal-02,960,921600,11236533.0
1395,Descubrir,c,normal-02,960,921600,11546247.0
1396,Descubrir,c,normal-02,960,921600,11637140.0
1397,Descubrir,c,normal-02,960,921600,11389626.0
1398,Descubrir,c,normal-02,960,921600,10882930.0
1399,Descubrir,c,normal-02,960,921600,11682107.0
1400,Descubrir,c,normal-02,960,921600,10977683.0
1401,Descubrir,c,normal-02,960,921600,11114066.0
1402,Descubrir,c,normal-02,960,921600,11504853.0
1403,Descubrir,c,normal-02,960,921600,26222756.0
1404,Descubrir,c,normal-02,960,921600,25905212.0
1405,Descubrir,c,normal-02,960,921600,11605120.0
1406,Descubrir,c,normal-02,960,921600,11798327.0
1407,Descubrir,c,normal-02,960,921600,11348033.0
1408,Descubrir,c,normal-02,960,921600,11186128.0
1409,Descubrir,c,normal-02,960,921600,11732827.0
1410,Descubrir,c,normal-02,1024,1048576,13067252.0
1411,Descubrir,c,normal-02,1024,1048576,12624059.0
1412,Descubrir,c,normal-02,1024,1048576,13147680.0
1413,Descubrir,c,normal-02,1024,1048576,27230228.0
1414,Descubrir,c,normal-02,1024,1048576,13103440.0
1415,Descubrir,c,normal-02,1024,1048576,27669044.0
1416,Descubrir,c,normal-02,1024,1048576,13229152.0
1417,Descubrir,c,normal-02,1024,1048576,13529243.0
1418,Descubrir,c,normal-02,1024,1048576,13251685.0
1419,Descubrir,c,normal-02,1024,1048576,18733088.0
1420,Descubrir,c,normal-02,1024,1048576,13226209.0
1421,Descubrir,c,normal-02,1024,1048576,13034494.0
1422,Descubrir,c,normal-02,1024,1048576,32538852.0
1423,Descubrir,c,normal-02,1024,1048576,12861076.0
1424,Descubrir,c,normal-02,1024,1048576,12579219.0
1425,Descubrir,c,normal-02,1024,1048576,35863544.0
1426,Descubrir,c,normal-02,1024,1048576,13137124.0
1427,Descubrir,c,normal-02,1024,1048576,33798076.0
1428,Descubrir,c,normal-02,1024,1048576,12921893.0
1429,Descubrir,c,normal-02,1024,1048576,12496594.0
1430,Descubrir,c,normal-02,1024,1048576,17513580.0
1431,Descubrir,c,normal-02,1024,1048576,13034862.0
1432,Descubrir,c,normal-02,1024,1048576,12843555.0
1433,Descubrir,c,normal-02,1024,1048576,12905890.0
1434,Descubrir,c,normal-02,1024,1048576,13552839.0
1435,Descubrir,c,normal-02,1024,1048576,13585363.0
1436,Descubrir,c,normal-02,1024,1048576,19522472.0
1437,Descubrir,c,normal-02,1024,1048576,12732317.0
1438,Descubrir,c,normal-02,1024,1048576,13064788.0
1439,Descubrir,c,normal-02,1024,1048576,13442496.0
1440,Descubrir,c,normal-03,64,4096,89853.0
1441,Descubrir,c,normal-03,64,4096,47534.0
1442,Descubrir,c,normal-03,64,4096,50043.0
1443,Descubrir,c,normal-03,64,4096,50183.0
1444,Descubrir,c,normal-03,64,4096,50210.0
1445,Descubrir,c,normal-03,64,4096,47612.0
1446,Descubrir,c,normal-03,64,4096,47290.0
1447,Descubrir,c,normal-03,64,4096,47692.0
1448,Descubrir,c,normal-03,64,4096,47293.0
1449,Descubrir,c,normal-03,64,4096,47254.0
1450,Descubrir,c,normal-03,64,4096,50096.0
1451,Descubrir,c,normal-03,64,4096,47263.0
1452,Descubrir,c,normal-03,64,4096,47648.0
1453,Descubrir,c,normal-03,64,4096,47695.0
1454,Descubrir,c,normal-03,64,4096,47266.0
1455,Descubrir,c,normal-03,64,4096,91140.0
1456,Descubrir,c,normal-03,64,4096,50108.0
1457,Descubrir,c,normal-03,64,4096,51439.0
1458,Descubrir,c,normal-03,64,4096,47662.0
1459,Descubrir,c,normal-03,64,4096,47293.0
1460,Descubrir,c,normal-03,64,4096,50033.0
1461,Descubrir,c,normal-03,64,4096,51313.0
1462,Descubrir,c,normal-03,64,4096,50135.0
1463,Descubrir,c,normal-03,64,4096,47293.0
1464,Descubrir,c,normal-03,64,4096,50171.0
1465,Descubrir,c,normal-03,64,4096,50251.0
1466,Descubrir,c,normal-03,64,4096,47594.0
1467,Descubrir,c,normal-03,64,4096,47493.0
1468,Descubrir,c,normal-03,64,4096,47308.0
1469,Descubrir,c,normal-03,64,4096,47302.0
1470,Descubrir,c,normal-03,128,16384,185307.0
1471,Descubrir,c,normal-03,128,16384,186105.0
1472,Descubrir,c,normal-03,128,16384,196030.0
1473,Descubrir,c,normal-03,128,16384,238846.0
1474,Descubrir,c,normal-03,128,16384,185351.0
1475,Descubrir,c,normal-03,128,16384,185479.0
1476,Descubrir,c,normal-03,128,16384,195601.0
1477,Descubrir,c,normal-03,128,16384,277963.0
1478,Descubrir,c,normal-03,128,16384,201609.0
1479,Descubrir,c,normal-03,128,16384,185411.0
1480,Descubrir,c,normal-03,128,16384,185753.0
1481,Descubrir,c,normal-03,128,16384,185631.0
1482,Descubrir,c,normal-03,128,16384,455671.0
1483,Descubrir,c,normal-03,128,16384,185530.0
1484,Descubrir,c,normal-03,128,16384,390853.0
1485,Descubrir,c,normal-03,128,16384,201183.0
1486,Descubrir,c,normal-03,128,16384,200652.0
1487,Descubrir,c,normal-03,128,16384,200848.0
1488,Descubrir,c,normal-03,128,16384,196009.0
1489,Descubrir,c,normal-03,128,16384,195270.0
1490,Descubrir,c,normal-03,128,16384,185742.0
1491,Descubrir,c,normal-03,128,16384,185708.0
1492,Descubrir,c,normal-03,128,16384,185276.0
1493,Descubrir,c,normal-03,128,16384,185488.0
1494,Descubrir,c,normal-03,128,16384,185667.0
1495,Descubrir,c,normal-03,128,16384,185780.0
1496,Descubrir,c,normal-03,128,16384,185631.0
1497,Descubrir,c,normal-03,128,16384,186316.0
1498,Descubrir,c,normal-03,128,16384,185765.0
1499,Descubrir,c,normal-03,128,16384,185777.0
1500,Descubrir,c,normal-03,192,36864,417888.0
1501,Descubrir,c,normal-03,192,36864,529052.0
1502,Descubrir,c,normal-03,192,36864,417727.0
1503,Descubrir,c,normal-03,192,36864,442355.0
1504,Descubrir,c,normal-03,192,36864,441429.0
1505,Descubrir,c,normal-03,192,36864,418290.0
1506,Descubrir,c,normal-03,192,36864,510733.0
1507,Descubrir,c,normal-03,192,36864,468853.0
1508,Descubrir,c,normal-03,192,36864,418698.0
1509,Descubrir,c,normal-03,192,36864,1962878.0
1510,Descubrir,c,normal-03,192,36864,418737.0
1511,Descubrir,c,normal-03,192,36864,457768.0
1512,Descubrir,c,normal-03,192,36864,441503.0
1513,Descubrir,c,normal-03,192,36864,442102.0
1514,Descubrir,c,normal-03,192,36864,418689.0
1515,Descubrir,c,normal-03,192,36864,418648.0
1516,Descubrir,c,normal-03,192,36864,490218.0
1517,Descubrir,c,normal-03,192,36864,417489.0
1518,Descubrir,c,normal-03,192,36864,453329.0
1519,Descubrir,c,normal-03,192,36864,418770.0
1520,Descubrir,c,normal-03,192,36864,471753.0
1521,Descubrir,c,normal-03,192,36864,417784.0
1522,Descubrir,c,normal-03,192,36864,612710.0
1523,Descubrir,c,normal-03,192,36864,470045.0
1524,Descubrir,c,normal-03,192,36864,440020.0
1525,Descubrir,c,normal-03,192,36864,440461.0
1526,Descubrir,c,normal-03,192,36864,489479.0
1527,Descubrir,c,normal-03,192,36864,418856.0
1528,Descubrir,c,normal-03,192,36864,475978.0
1529,Descubrir,c,normal-03,192,36864,418656.0
1530,Descubrir,c,normal-03,256,65536,814230.0
1531,Descubrir,c,normal-03,256,65536,741851.0
1532,Descubrir,c,normal-03,256,65536,794713.0
1533,Descubrir,c,normal-03,256,65536,785639.0
1534,Descubrir,c,normal-03,256,65536,782082.0
1535,Descubrir,c,normal-03,256,65536,741193.0
1536,Descubrir,c,normal-03,256,65536,809837.0
1537,Descubrir,c,normal-03,256,65536,807004.0
1538,Descubrir,c,normal-03,256,65536,742250.0
1539,Descubrir,c,normal-03,256,65536,836549.0
1540,Descubrir,c,normal-03,256,65536,790791.0
1541,Descubrir,c,normal-03,256,65536,741312.0
1542,Descubrir,c,normal-03,256,65536,809229.0
1543,Descubrir,c,normal-03,256,65536,781870.0
1544,Descubrir,c,normal-03,256,65536,829634.0
1545,Descubrir,c,normal-03,256,65536,820495.0
1546,Descubrir,c,normal-03,256,65536,814394.0
1547,Descubrir,c,normal-03,256,65536,850173.0
1548,Descubrir,c,normal-03,256,65536,818668.0
1549,Descubrir,c,normal-03,256,65536,878145.0
1550,Descubrir,c,normal-03,256,65536,781289.0
1551,Descubrir,c,normal-03,256,65536,839044.0
1552,Descubrir,c,normal-03,256,65536,784566.0
1553,Descubrir,c,normal-03,256,65536,742128.0
1554,Descubrir,c,normal-03,256,65536,781072.0
1555,Descubrir,c,normal-03,256,65536,803971.0
1556,Descubrir,c,normal-03,256,65536,814418.0
1557,Descubrir,c,normal-03,256,65536,831079.0
1558,Descubrir,c,normal-03,256,65536,782293.0
1559,Descubrir,c,normal-03,256,65536,1587693.0
1560,Descubrir,c,normal-03,320,102400,1229539.0
1561,Descubrir,c,normal-03,320,102400,1240505.0
1562,Descubrir,c,normal-03,320,102400,1323566.0
1563,Descubrir,c,normal-03,320,102400,1469716.0
1564,Descubrir,c,normal-03,320,102400,1281529.0
1565,Descubrir,c,normal-03,320,102400,1218027.0
1566,Descubrir,c,normal-03,320,102400,2721170.0
1567,Descubrir,c,normal-03,320,102400,1156883.0
1568,Descubrir,c,normal-03,320,102400,1156954.0
1569,Descubrir,c,normal-03,320,102400,1218551.0
1570,Descubrir,c,normal-03,320,102400,1211771.0
1571,Descubrir,c,normal-03,320,102400,1156862.0
1572,Descubrir,c,normal-03,320,102400,1449461.0
1573,Descubrir,c,normal-03,320,102400,1472785.0
1574,Descubrir,c,normal-03,320,102400,1351730.0
1575,Descubrir,c,normal-03,320,102400,1156007.0
1576,Descubrir,c,normal-03,320,102400,1245323.0
1577,Descubrir,c,normal-03,320,102400,1257334.0
1578,Descubrir,c,normal-03,320,102400,1200194.0
1579,Descubrir,c,normal-03,320,102400,1155536.0
1580,Descubrir,c,normal-03,320,102400,1407872.0
1581,Descubrir,c,normal-03,320,102400,1690637.0
1582,Descubrir,c,normal-03,320,102400,1247005.0
1583,Descubrir,c,normal-03,320,102400,1501894.0
1584,Descubrir,c,normal-03,320,102400,1261639.0
1585,Descubrir,c,normal-03,320,102400,1263474.0
1586,Descubrir,c,normal-03,320,102400,1329474.0
1587,Descubrir,c,normal-03,320,102400,1370042.0
1588,Descubrir,c,normal-03,320,102400,1390230.0
1589,Descubrir,c,normal-03,320,102400,1199172.0
1590,Descubrir,c,normal-03,384,147456,1873692.0
1591,Descubrir,c,normal-03,384,147456,1753229.0
1592,Descubrir,c,normal-03,384,147456,1747273.0
1593,Descubrir,c,normal-03,384,147456,1948148.0
1594,Descubrir,c,normal-03,384,147456,2072843.0
1595,Descubrir,c,normal-03,384,147456,1793209.0
1596,Descubrir,c,normal-03,384,147456,2357642.0
1597,Descubrir,c,normal-03,384,147456,1714642.0
1598,Descubrir,c,normal-03,384,147456,1663241.0
1599,Descubrir,c,normal-03,384,147456,1908290.0
1600,Descubrir,c,normal-03,384,147456,1876359.0
1601,Descubrir,c,normal-03,384,147456,1899645.0
1602,Descubrir,c,normal-03,384,147456,1662619.0
1603,Descubrir,c,normal-03,384,147456,1705932.0
1604,Descubrir,c,normal-03,384,147456,1662831.0
1605,Descubrir,c,normal-03,384,147456,1725642.0
1606,Descubrir,c,normal-03,384,147456,2019596.0
1607,Descubrir,c,normal-03,384,147456,1768611.0
1608,Descubrir,c,normal-03,384,147456,1787548.0
1609,Descubrir,c,normal-03,384,147456,1740167.0
1610,Descubrir,c,normal-03,384,147456,2397092.0
1611,Descubrir,c,normal-03,384,147456,1850411.0
1612,Descubrir,c,normal-03,384,147456,1909415.0
1613,Descubrir,c,normal-03,384,147456,1753395.0
1614,Descubrir,c,normal-03,384,147456,1800250.0
1615,Descubrir,c,normal-03,384,147456,1752702.0
1616,Descubrir,c,normal-03,384,147456,1794681.0
1617,Descubrir,c,normal-03,384,147456,1892852.0
1618,Descubrir,c,normal-03,384,147456,1661502.0
1619,Descubrir,c,normal-03,384,147456,1759466.0
1620,Descubrir,c,normal-03,448,200704,2592883.0
1621,Descubrir,c,normal-03,448,200704,2435907.0
1622,Descubrir,c,normal-03,448,200704,2448490.0
1623,Descubrir,c,normal-03,448,200704,2422420.0
1624,Descubrir,c,normal-03,448,200704,2807610.0
1625,Descubrir,c,normal-03,448,200704,2428425.0
