,Zigzag,Lenguaje,Técnica,Resolucion,Píxeles,Ciclos
670,Zigzag,c,normal-01,448,200704,9422340.0
671,Zigzag,c,normal-01,448,200704,2446899.0
672,Zigzag,c,normal-01,448,200704,2141748.0
673,Zigzag,c,normal-01,448,200704,2077817.0
674,Zigzag,c,normal-01,448,200704,2184152.0
675,Zigzag,c,normal-01,448,200704,2018844.0
676,Zigzag,c,normal-01,448,200704,2671090.0
677,Zigzag,c,normal-01,448,200704,2143162.0
678,Zigzag,c,normal-01,448,200704,2055617.0
679,Zigzag,c,normal-01,448,200704,2120535.0
680,Zigzag,c,normal-01,448,200704,2119633.0
681,Zigzag,c,normal-01,448,200704,2066528.0
682,Zigzag,c,normal-01,448,200704,2401602.0
683,Zigzag,c,normal-01,448,200704,2152748.0
684,Zigzag,c,normal-01,448,200704,2389233.0
685,Zigzag,c,normal-01,448,200704,2122601.0
686,Zigzag,c,normal-01,448,200704,2131909.0
687,Zigzag,c,normal-01,448,200704,2107023.0
688,Zigzag,c,normal-01,448,200704,2121018.0
689,Zigzag,c,normal-01,448,200704,2011079.0
690,Zigzag,c,normal-01,512,262144,2756374.0
691,Zigzag,c,normal-01,512,262144,2791806.0
692,Zigzag,c,normal-01,512,262144,2818199.0
693,Zigzag,c,normal-01,512,262144,2692409.0
694,Zigzag,c,normal-01,512,262144,2789059.0
695,Zigzag,c,normal-01,512,262144,2789074.0
696,Zigzag,c,normal-01,512,262144,2726386.0
697,Zigzag,c,normal-01,512,262144,2713715.0
698,Zigzag,c,normal-01,512,262144,2915792.0
699,Zigzag,c,normal-01,512,262144,2869470.0
700,Zigzag,c,normal-01,512,262144,2937431.0
701,Zigzag,c,normal-01,512,262144,2693802.0
702,Zigzag,c,normal-01,512,262144,3220118.0
703,Zigzag,c,normal-01,512,262144,2987282.0
704,Zigzag,c,normal-01,512,262144,2791031.0
705,Zigzag,c,normal-01,512,262144,2777967.0
706,Zigzag,c,normal-01,512,262144,2753958.0
