,Ocultar,Lenguaje,Técnica,Resolucion,Píxeles,Ciclos
1104,Ocultar,c,normal-02,320,102400,1551435.0
1105,Ocultar,c,normal-02,320,102400,1511047.0
1106,Ocultar,c,normal-02,320,102400,1527447.0
1107,Ocultar,c,normal-02,320,102400,1811297.0
1108,Ocultar,c,normal-02,320,102400,1712706.0
1109,Ocultar,c,normal-02,320,102400,1433257.0
1110,Ocultar,c,normal-02,384,147456,2064482.0
1111,Ocultar,c,normal-02,384,147456,2214329.0
1112,Ocultar,c,normal-02,384,147456,2242523.0
1113,Ocultar,c,normal-02,384,147456,10233410.0
1114,Ocultar,c,normal-02,384,147456,2103827.0
1115,Ocultar,c,normal-02,384,147456,2410630.0
1116,Ocultar,c,normal-02,384,147456,2230953.0
1117,Ocultar,c,normal-02,384,147456,2244361.0
1118,Ocultar,c,normal-02,384,147456,2105374.0
1119,Ocultar,c,normal-02,384,147456,2262860.0
1120,Ocultar,c,normal-02,384,147456,2752121.0
1121,Ocultar,c,normal-02,384,147456,2171186.0
1122,Ocultar,c,normal-02,384,147456,2291184.0
1123,Ocultar,c,normal-02,384,147456,2064476.0
1124,Ocultar,c,normal-02,384,147456,2443062.0
1125,Ocultar,c,normal-02,384,147456,2295210.0
1126,Ocultar,c,normal-02,384,147456,2241581.0
1127,Ocultar,c,normal-02,384,147456,2224270.0
1128,Ocultar,c,normal-02,384,147456,2214061.0
1129,Ocultar,c,normal-02,384,147456,2232736.0
1130,Ocultar,c,normal-02,384,147456,2344601.0
1131,Ocultar,c,normal-02,384,147456,2282123.0
1132,Ocultar,c,normal-02,384,147456,2345721.0
1133,Ocultar,c,normal-02,384,147456,2175192.0
1134,Ocultar,c,normal-02,384,147456,6624817.0
1135,Ocultar,c,normal-02,384,147456,2348286.0
1136,Ocultar,c,normal-02,384,147456,2269024.0
1137,Ocultar,c,normal-02,384,147456,2175716.0
1138,Ocultar,c,normal-02,384,147456,2286331.0
1139,Ocultar,c,normal-02,384,147456,2137996.0
1140,Ocultar,c,normal-02,448,200704,4606873.0
1141,Ocultar,c,normal-02,448,200704,3000811.0
1142,Ocultar,c,normal-02,448,200704,2967773.0
1143,Ocultar,c,normal-02,448,200704,2972534.0
1144,Ocultar,c,normal-02,448,200704,3203841.0
1145,Ocultar,c,normal-02,448,200704,2950110.0
1146,Ocultar,c,normal-02,448,200704,3093166.0
1147,Ocultar,c,normal-02,448,200704,2948940.0
1148,Ocultar,c,normal-02,448,200704,2945466.0
1149,Ocultar,c,normal-02,448,200704,3032588.0
1150,Ocultar,c,normal-02,448,200704,2964568.0
1151,Ocultar,c,normal-02,448,200704,3207491.0
1152,Ocultar,c,normal-02,448,200704,3083020.0
1153,Ocultar,c,normal-02,448,200704,3122637.0
1154,Ocultar,c,normal-02,448,200704,3077279.0
1155,Ocultar,c,normal-02,448,200704,3383889.0
1156,Ocultar,c,normal-02,448,200704,2976587.0
1157,Ocultar,c,normal-02,448,200704,3023044.0
1158,Ocultar,c,normal-02,448,200704,3059509.0
1159,Ocultar,c,normal-02,448,200704,2979571.0
1160,Ocultar,c,normal-02,448,200704,3044880.0
1161,Ocultar,c,normal-02,448,200704,3477349.0
1162,Ocultar,c,normal-02,448,200704,3109862.0
1163,Ocultar,c,normal-02,448,200704,2982277.0
1164,Ocultar,c,normal-02,448,200704,3006902.0
1165,Ocultar,c,normal-02,448,200704,3320729.0
1166,Ocultar,c,normal-02,448,200704,3034628.0
1167,Ocultar,c,normal-02,448,200704,3057329.0
1168,Ocultar,c,normal-02,448,200704,3065658.0
1169,Ocultar,c,normal-02,448,200704,3145505.0
1170,Ocultar,c,normal-02,512,262144,4000981.0
1171,Ocultar,c,normal-02,512,262144,3914654.0
1172,Ocultar,c,normal-02,512,262144,3943797.0
1173,Ocultar,c,normal-02,512,262144,4241036.0
1174,Ocultar,c,normal-02,512,262144,3857489.0
1175,Ocultar,c,normal-02,512,262144,3939554.0
1176,Ocultar,c,normal-02,512,262144,7480064.0
1177,Ocultar,c,normal-02,512,262144,3995514.0
1178,Ocultar,c,normal-02,512,262144,3843563.0
1179,Ocultar,c,normal-02,512,262144,3923703.0
1180,Ocultar,c,normal-02,512,262144,4119047.0
1181,Ocultar,c,normal-02,512,262144,3827445.0
1182,Ocultar,c,normal-02,512,262144,4059239.0
1183,Ocultar,c,normal-02,512,262144,4587749.0
1184,Ocultar,c,normal-02,512,262144,4025334.0
1185,Ocultar,c,normal-02,512,262144,4499458.0
1186,Ocultar,c,normal-02,512,262144,4074684.0
1187,Ocultar,c,normal-02,512,262144,4280805.0
1188,Ocultar,c,normal-02,512,262144,3836456.0
1189,Ocultar,c,normal-02,512,262144,27878488.0
1190,Ocultar,c,normal-02,512,262144,4055612.0
1191,Ocultar,c,normal-02,512,262144,4062431.0
1192,Ocultar,c,normal-02,512,262144,4018928.0
1193,Ocultar,c,normal-02,512,262144,3919574.0
1194,Ocultar,c,normal-02,512,262144,3959578.0
1195,Ocultar,c,normal-02,512,262144,4028386.0
1196,Ocultar,c,normal-02,512,262144,3945596.0
1197,Ocultar,c,normal-02,512,262144,3991132.0
1198,Ocultar,c,normal-02,512,262144,4146779.0
1199,Ocultar,c,normal-02,512,262144,3829045.0
1200,Ocultar,c,normal-02,576,331776,5121027.0
1201,Ocultar,c,normal-02,576,331776,4970039.0
1202,Ocultar,c,normal-02,576,331776,5039592.0
1203,Ocultar,c,normal-02,576,331776,7587342.0
1204,Ocultar,c,normal-02,576,331776,4866598.0
1205,Ocultar,c,normal-02,576,331776,15759970.0
1206,Ocultar,c,normal-02,576,331776,5063639.0
1207,Ocultar,c,normal-02,576,331776,5021386.0
1208,Ocultar,c,normal-02,576,331776,5186970.0
1209,Ocultar,c,normal-02,576,331776,4924155.0
1210,Ocultar,c,normal-02,576,331776,4804779.0
1211,Ocultar,c,normal-02,576,331776,5296757.0
1212,Ocultar,c,normal-02,576,331776,5118179.0
1213,Ocultar,c,normal-02,576,331776,5072447.0
1214,Ocultar,c,normal-02,576,331776,5271241.0
1215,Ocultar,c,normal-02,576,331776,4880282.0
1216,Ocultar,c,normal-02,576,331776,5061035.0
1217,Ocultar,c,normal-02,576,331776,5682853.0
1218,Ocultar,c,normal-02,576,331776,8010040.0
1219,Ocultar,c,normal-02,576,331776,5337747.0
1220,Ocultar,c,normal-02,576,331776,4917339.0
1221,Ocultar,c,normal-02,576,331776,4810558.0
1222,Ocultar,c,normal-02,576,331776,5132751.0
1223,Ocultar,c,normal-02,576,331776,5035873.0
1224,Ocultar,c,normal-02,576,331776,4965800.0
1225,Ocultar,c,normal-02,576,331776,4967252.0
1226,Ocultar,c,normal-02,576,331776,4970210.0
1227,Ocultar,c,normal-02,576,331776,4991399.0
1228,Ocultar,c,normal-02,576,331776,18936500.0
1229,Ocultar,c,normal-02,576,331776,15899767.0
1230,Ocultar,c,normal-02,640,409600,6220964.0
1231,Ocultar,c,normal-02,640,409600,6016189.0
1232,Ocultar,c,normal-02,640,409600,6394259.0
1233,Ocultar,c,normal-02,640,409600,6241214.0
1234,Ocultar,c,normal-02,640,409600,13458401.0
1235,Ocultar,c,normal-02,640,409600,6137281.0
1236,Ocultar,c,normal-02,640,409600,6170808.0
1237,Ocultar,c,normal-02,640,409600,6936604.0
1238,Ocultar,c,normal-02,640,409600,6713322.0
1239,Ocultar,c,normal-02,640,409600,6028421.0
1240,Ocultar,c,normal-02,640,409600,6311987.0
1241,Ocultar,c,normal-02,640,409600,6215936.0
1242,Ocultar,c,normal-02,640,409600,6209810.0
1243,Ocultar,c,normal-02,640,409600,7013130.0
1244,Ocultar,c,normal-02,640,409600,11124710.0
1245,Ocultar,c,normal-02,640,409600,6388617.0
1246,Ocultar,c,normal-02,640,409600,6225946.0
1247,Ocultar,c,normal-02,640,409600,6336677.0
1248,Ocultar,c,normal-02,640,409600,6350760.0
1249,Ocultar,c,normal-02,640,409600,10086631.0
1250,Ocultar,c,normal-02,640,409600,6158183.0
1251,Ocultar,c,normal-02,640,409600,7323367.0
1252,Ocultar,c,normal-02,640,409600,6374349.0
1253,Ocultar,c,normal-02,640,409600,6380960.0
1254,Ocultar,c,normal-02,640,409600,7005037.0
1255,Ocultar,c,normal-02,640,409600,6277132.0
1256,Ocultar,c,normal-02,640,409600,14595161.0
1257,Ocultar,c,normal-02,640,409600,6874345.0
1258,Ocultar,c,normal-02,640,409600,6233738.0
1259,Ocultar,c,normal-02,640,409600,6781079.0
1260,Ocultar,c,normal-02,704,495616,7511605.0
1261,Ocultar,c,normal-02,704,495616,7455983.0
1262,Ocultar,c,normal-02,704,495616,8664619.0
1263,Ocultar,c,normal-02,704,495616,7349633.0
1264,Ocultar,c,normal-02,704,495616,7350139.0
1265,Ocultar,c,normal-02,704,495616,7700774.0
1266,Ocultar,c,normal-02,704,495616,21740584.0
1267,Ocultar,c,normal-02,704,495616,7319697.0
1268,Ocultar,c,normal-02,704,495616,7643372.0
1269,Ocultar,c,normal-02,704,495616,7875939.0
1270,Ocultar,c,normal-02,704,495616,8205704.0
1271,Ocultar,c,normal-02,704,495616,7696871.0
1272,Ocultar,c,normal-02,704,495616,7494852.0
1273,Ocultar,c,normal-02,704,495616,7589951.0
1274,Ocultar,c,normal-02,704,495616,7478196.0
1275,Ocultar,c,normal-02,704,495616,7525517.0
1276,Ocultar,c,normal-02,704,495616,7376329.0
1277,Ocultar,c,normal-02,704,495616,7423975.0
1278,Ocultar,c,normal-02,704,495616,8061935.0
1279,Ocultar,c,normal-02,704,495616,7986900.0
1280,Ocultar,c,normal-02,704,495616,7553563.0
1281,Ocultar,c,normal-02,704,495616,7457910.0
1282,Ocultar,c,normal-02,704,495616,7635197.0
1283,Ocultar,c,normal-02,704,495616,7300494.0
1284,Ocultar,c,normal-02,704,495616,7566008.0
1285,Ocultar,c,normal-02,704,495616,7310574.0
1286,Ocultar,c,normal-02,704,495616,7895118.0
1287,Ocultar,c,normal-02,704,495616,7627967.0
1288,Ocultar,c,normal-02,704,495616,32400500.0
1289,Ocultar,c,normal-02,704,495616,7591988.0
1290,Ocultar,c,normal-02,768,589824,9106979.0
1291,Ocultar,c,normal-02,768,589824,9237971.0
1292,Ocultar,c,normal-02,768,589824,9890851.0
1293,Ocultar,c,normal-02,768,589824,9601170.0
1294,Ocultar,c,normal-02,768,589824,9196358.0
1295,Ocultar,c,normal-02,768,589824,8932864.0
1296,Ocultar,c,normal-02,768,589824,9499755.0
1297,Ocultar,c,normal-02,768,589824,9079235.0
1298,Ocultar,c,normal-02,768,589824,9045775.0
1299,Ocultar,c,normal-02,768,589824,9091987.0
1300,Ocultar,c,normal-02,768,589824,8935947.0
1301,Ocultar,c,normal-02,768,589824,9105975.0
1302,Ocultar,c,normal-02,768,589824,8834885.0
1303,Ocultar,c,normal-02,768,589824,9768976.0
1304,Ocultar,c,normal-02,768,589824,9194162.0
1305,Ocultar,c,normal-02,768,589824,9035189.0
1306,Ocultar,c,normal-02,768,589824,9007659.0
1307,Ocultar,c,normal-02,768,589824,9431012.0
1308,Ocultar,c,normal-02,768,589824,9244989.0
1309,Ocultar,c,normal-02,768,589824,8797871.0
1310,Ocultar,c,normal-02,768,589824,9179239.0
1311,Ocultar,c,normal-02,768,589824,16378446.0
1312,Ocultar,c,normal-02,768,589824,8935793.0
1313,Ocultar,c,normal-02,768,589824,9419287.0
1314,Ocultar,c,normal-02,768,589824,17451740.0
1315,Ocultar,c,normal-02,768,589824,9226292.0
1316,Ocultar,c,normal-02,768,589824,8647756.0
1317,Ocultar,c,normal-02,768,589824,8695764.0
1318,Ocultar,c,normal-02,768,589824,9533396.0
1319,Ocultar,c,normal-02,768,589824,8800565.0
1320,Ocultar,c,normal-02,832,692224,10202935.0
1321,Ocultar,c,normal-02,832,692224,10794806.0
1322,Ocultar,c,normal-02,832,692224,10904345.0
1323,Ocultar,c,normal-02,832,692224,10259667.0
1324,Ocultar,c,normal-02,832,692224,10235659.0
1325,Ocultar,c,normal-02,832,692224,10337323.0
1326,Ocultar,c,normal-02,832,692224,11692836.0
1327,Ocultar,c,normal-02,832,692224,14201103.0
1328,Ocultar,c,normal-02,832,692224,10835458.0
1329,Ocultar,c,normal-02,832,692224,11393473.0
1330,Ocultar,c,normal-02,832,692224,10481049.0
1331,Ocultar,c,normal-02,832,692224,10954711.0
1332,Ocultar,c,normal-02,832,692224,11012305.0
1333,Ocultar,c,normal-02,832,692224,10394968.0
1334,Ocultar,c,normal-02,832,692224,10488079.0
1335,Ocultar,c,normal-02,832,692224,10415279.0
1336,Ocultar,c,normal-02,832,692224,10557816.0
1337,Ocultar,c,normal-02,832,692224,11143312.0
1338,Ocultar,c,normal-02,832,692224,10712723.0
1339,Ocultar,c,normal-02,832,692224,10371983.0
1340,Ocultar,c,normal-02,832,692224,10887441.0
1341,Ocultar,c,normal-02,832,692224,11036930.0
1342,Ocultar,c,normal-02,832,692224,10380143.0
1343,Ocultar,c,normal-02,832,692224,10698088.0
1344,Ocultar,c,normal-02,832,692224,10032031.0
1345,Ocultar,c,normal-02,832,692224,10510095.0
1346,Ocultar,c,normal-02,832,692224,10883013.0
1347,Ocultar,c,normal-02,832,692224,11642190.0
1348,Ocultar,c,normal-02,832,692224,10221450.0
1349,Ocultar,c,normal-02,832,692224,10899721.0
1350,Ocultar,c,normal-02,896,802816,13263574.0
1351,Ocultar,c,normal-02,896,802816,12122272.0
1352,Ocultar,c,normal-02,896,802816,11818422.0
1353,Ocultar,c,normal-02,896,802816,12212856.0
1354,Ocultar,c,normal-02,896,802816,12575334.0
1355,Ocultar,c,normal-02,896,802816,12224031.0
1356,Ocultar,c,normal-02,896,802816,12141003.0
1357,Ocultar,c,normal-02,896,802816,12344521.0
1358,Ocultar,c,normal-02,896,802816,16580279.0
1359,Ocultar,c,normal-02,896,802816,12514603.0
1360,Ocultar,c,normal-02,896,802816,12390948.0
1361,Ocultar,c,normal-02,896,802816,13721912.0
1362,Ocultar,c,normal-02,896,802816,12391336.0
1363,Ocultar,c,normal-02,896,802816,24112748.0
1364,Ocultar,c,normal-02,896,802816,12421960.0
1365,Ocultar,c,normal-02,896,802816,12750487.0
1366,Ocultar,c,normal-02,896,802816,12214163.0
1367,Ocultar,c,normal-02,896,802816,12401075.0
1368,Ocultar,c,normal-02,896,802816,12528514.0
1369,Ocultar,c,normal-02,896,802816,12347952.0
1370,Ocultar,c,normal-02,896,802816,12213588.0
1371,Ocultar,c,normal-02,896,802816,12475156.0
1372,Ocultar,c,normal-02,896,802816,12306396.0
1373,Ocultar,c,normal-02,896,802816,12714449.0
1374,Ocultar,c,normal-02,896,802816,26443552.0
1375,Ocultar,c,normal-02,896,802816,12787038.0
1376,Ocultar,c,normal-02,896,802816,12333529.0
1377,Ocultar,c,normal-02,896,802816,12090301.0
1378,Ocultar,c,normal-02,896,802816,13340341.0
1379,Ocultar,c,normal-02,896,802816,13129564.0
1380,Ocultar,c,normal-02,960,921600,14819027.0
1381,Ocultar,c,normal-02,960,921600,14158819.0
1382,Ocultar,c,normal-02,960,921600,14122804.0
1383,Ocultar,c,normal-02,960,921600,14500208.0
1384,Ocultar,c,normal-02,960,921600,14887782.0
1385,Ocultar,c,normal-02,960,921600,14232990.0
1386,Ocultar,c,normal-02,960,921600,18770628.0
1387,Ocultar,c,normal-02,960,921600,14576454.0
1388,Ocultar,c,normal-02,960,921600,14405399.0
1389,Ocultar,c,normal-02,960,921600,14579069.0
1390,Ocultar,c,normal-02,960,921600,14322810.0
1391,Ocultar,c,normal-02,960,921600,14137474.0
1392,Ocultar,c,normal-02,960,921600,14688225.0
1393,Ocultar,c,normal-02,960,921600,14797381.0
1394,Ocultar,c,normal-02,960,921600,14666537.0
1395,Ocultar,c,normal-02,960,921600,14869402.0
1396,Ocultar,c,normal-02,960,921600,15492451.0
1397,Ocultar,c,normal-02,960,921600,15529512.0
1398,Ocultar,c,normal-02,960,921600,14442903.0
1399,Ocultar,c,normal-02,960,921600,14190948.0
1400,Ocultar,c,normal-02,960,921600,14095436.0
1401,Ocultar,c,normal-02,960,921600,14392769.0
1402,Ocultar,c,normal-02,960,921600,14612289.0
1403,Ocultar,c,normal-02,960,921600,14694314.0
1404,Ocultar,c,normal-02,960,921600,14787050.0
1405,Ocultar,c,normal-02,960,921600,15444861.0
1406,Ocultar,c,normal-02,960,921600,14915043.0
1407,Ocultar,c,normal-02,960,921600,14895654.0
1408,Ocultar,c,normal-02,960,921600,14110400.0
1409,Ocultar,c,normal-02,960,921600,15006132.0
1410,Ocultar,c,normal-02,1024,1048576,16155083.0
1411,Ocultar,c,normal-02,1024,1048576,16832802.0
1412,Ocultar,c,normal-02,1024,1048576,15848989.0
1413,Ocultar,c,normal-02,1024,1048576,16588557.0
1414,Ocultar,c,normal-02,1024,1048576,40878992.0
1415,Ocultar,c,normal-02,1024,1048576,16935104.0
1416,Ocultar,c,normal-02,1024,1048576,16412084.0
1417,Ocultar,c,normal-02,1024,1048576,16216796.0
1418,Ocultar,c,normal-02,1024,1048576,17518848.0
1419,Ocultar,c,normal-02,1024,1048576,17378744.0
1420,Ocultar,c,normal-02,1024,1048576,16651442.0
1421,Ocultar,c,normal-02,1024,1048576,16264530.0
1422,Ocultar,c,normal-02,1024,1048576,16295264.0
1423,Ocultar,c,normal-02,1024,1048576,16236447.0
1424,Ocultar,c,normal-02,1024,1048576,17804036.0
1425,Ocultar,c,normal-02,1024,1048576,16323106.0
1426,Ocultar,c,normal-02,1024,1048576,16345771.0
1427,Ocultar,c,normal-02,1024,1048576,16220272.0
1428,Ocultar,c,normal-02,1024,1048576,16905818.0
1429,Ocultar,c,normal-02,1024,1048576,16940410.0
1430,Ocultar,c,normal-02,1024,1048576,17873398.0
1431,Ocultar,c,normal-02,1024,1048576,17142424.0
1432,Ocultar,c,normal-02,1024,1048576,17451444.0
1433,Ocultar,c,normal-02,1024,1048576,22715590.0
1434,Ocultar,c,normal-02,1024,1048576,16956212.0
1435,Ocultar,c,normal-02,1024,1048576,16832348.0
1436,Ocultar,c,normal-02,1024,1048576,16739696.0
1437,Ocultar,c,normal-02,1024,1048576,15890435.0
1438,Ocultar,c,normal-02,1024,1048576,16955956.0
1439,Ocultar,c,normal-02,1024,1048576,16593108.0
1440,Ocultar,c,normal-03,64,4096,316268.0
1441,Ocultar,c,normal-03,64,4096,62285.0
1442,Ocultar,c,normal-03,64,4096,59012.0
1443,Ocultar,c,normal-03,64,4096,139598.0
1444,Ocultar,c,normal-03,64,4096,62172.0
1445,Ocultar,c,normal-03,64,4096,59741.0
1446,Ocultar,c,normal-03,64,4096,63694.0
1447,Ocultar,c,normal-03,64,4096,62446.0
1448,Ocultar,c,normal-03,64,4096,63453.0
1449,Ocultar,c,normal-03,64,4096,101685.0
1450,Ocultar,c,normal-03,64,4096,58741.0
1451,Ocultar,c,normal-03,64,4096,58812.0
1452,Ocultar,c,normal-03,64,4096,58809.0
1453,Ocultar,c,normal-03,64,4096,58958.0
1454,Ocultar,c,normal-03,64,4096,58895.0
1455,Ocultar,c,normal-03,64,4096,59098.0
1456,Ocultar,c,normal-03,64,4096,59056.0
1457,Ocultar,c,normal-03,64,4096,62142.0
1458,Ocultar,c,normal-03,64,4096,58594.0
1459,Ocultar,c,normal-03,64,4096,58619.0
1460,Ocultar,c,normal-03,64,4096,61698.0
1461,Ocultar,c,normal-03,64,4096,61907.0
1462,Ocultar,c,normal-03,64,4096,58595.0
1463,Ocultar,c,normal-03,64,4096,61627.0
1464,Ocultar,c,normal-03,64,4096,61618.0
1465,Ocultar,c,normal-03,64,4096,62035.0
1466,Ocultar,c,normal-03,64,4096,58782.0
1467,Ocultar,c,normal-03,64,4096,63507.0
1468,Ocultar,c,normal-03,64,4096,58740.0
1469,Ocultar,c,normal-03,64,4096,58973.0
1470,Ocultar,c,normal-03,128,16384,453651.0
1471,Ocultar,c,normal-03,128,16384,231971.0
1472,Ocultar,c,normal-03,128,16384,320801.0
1473,Ocultar,c,normal-03,128,16384,280030.0
1474,Ocultar,c,normal-03,128,16384,328057.0
1475,Ocultar,c,normal-03,128,16384,244133.0
1476,Ocultar,c,normal-03,128,16384,292302.0
1477,Ocultar,c,normal-03,128,16384,245703.0
1478,Ocultar,c,normal-03,128,16384,246147.0
1479,Ocultar,c,normal-03,128,16384,252715.0
1480,Ocultar,c,normal-03,128,16384,244008.0
1481,Ocultar,c,normal-03,128,16384,244130.0
1482,Ocultar,c,normal-03,128,16384,231581.0
1483,Ocultar,c,normal-03,128,16384,245027.0
1484,Ocultar,c,normal-03,128,16384,231632.0
1485,Ocultar,c,normal-03,128,16384,290573.0
1486,Ocultar,c,normal-03,128,16384,250332.0
1487,Ocultar,c,normal-03,128,16384,246704.0
1488,Ocultar,c,normal-03,128,16384,245513.0
1489,Ocultar,c,normal-03,128,16384,251023.0
1490,Ocultar,c,normal-03,128,16384,244878.0
1491,Ocultar,c,normal-03,128,16384,243954.0
1492,Ocultar,c,normal-03,128,16384,244207.0
1493,Ocultar,c,normal-03,128,16384,275020.0
1494,Ocultar,c,normal-03,128,16384,244717.0
1495,Ocultar,c,normal-03,128,16384,231521.0
1496,Ocultar,c,normal-03,128,16384,244473.0
1497,Ocultar,c,normal-03,128,16384,231197.0
1498,Ocultar,c,normal-03,128,16384,231578.0
1499,Ocultar,c,normal-03,128,16384,231494.0
1500,Ocultar,c,normal-03,192,36864,519391.0
1501,Ocultar,c,normal-03,192,36864,574042.0
1502,Ocultar,c,normal-03,192,36864,544999.0
1503,Ocultar,c,normal-03,192,36864,545803.0
1504,Ocultar,c,normal-03,192,36864,624856.0
1505,Ocultar,c,normal-03,192,36864,516907.0
1506,Ocultar,c,normal-03,192,36864,519233.0
1507,Ocultar,c,normal-03,192,36864,591990.0
1508,Ocultar,c,normal-03,192,36864,545711.0
1509,Ocultar,c,normal-03,192,36864,517857.0
1510,Ocultar,c,normal-03,192,36864,517857.0
1511,Ocultar,c,normal-03,192,36864,551088.0
1512,Ocultar,c,normal-03,192,36864,625512.0
1513,Ocultar,c,normal-03,192,36864,545005.0
1514,Ocultar,c,normal-03,192,36864,517288.0
1515,Ocultar,c,normal-03,192,36864,517455.0
1516,Ocultar,c,normal-03,192,36864,587440.0
1517,Ocultar,c,normal-03,192,36864,517598.0
1518,Ocultar,c,normal-03,192,36864,519707.0
1519,Ocultar,c,normal-03,192,36864,544582.0
1520,Ocultar,c,normal-03,192,36864,545476.0
1521,Ocultar,c,normal-03,192,36864,583145.0
1522,Ocultar,c,normal-03,192,36864,545455.0
1523,Ocultar,c,normal-03,192,36864,544776.0
1524,Ocultar,c,normal-03,192,36864,595157.0
1525,Ocultar,c,normal-03,192,36864,599772.0
1526,Ocultar,c,normal-03,192,36864,545026.0
1527,Ocultar,c,normal-03,192,36864,807028.0
1528,Ocultar,c,normal-03,192,36864,671634.0
1529,Ocultar,c,normal-03,192,36864,517080.0
1530,Ocultar,c,normal-03,256,65536,9347484.0
1531,Ocultar,c,normal-03,256,65536,1192625.0
1532,Ocultar,c,normal-03,256,65536,917241.0
1533,Ocultar,c,normal-03,256,65536,917441.0
1534,Ocultar,c,normal-03,256,65536,917789.0
1535,Ocultar,c,normal-03,256,65536,1129550.0
1536,Ocultar,c,normal-03,256,65536,981073.0
1537,Ocultar,c,normal-03,256,65536,917944.0
1538,Ocultar,c,normal-03,256,65536,967346.0
1539,Ocultar,c,normal-03,256,65536,1013177.0
1540,Ocultar,c,normal-03,256,65536,1045342.0
1541,Ocultar,c,normal-03,256,65536,1076196.0
1542,Ocultar,c,normal-03,256,65536,970936.0
1543,Ocultar,c,normal-03,256,65536,974454.0
1544,Ocultar,c,normal-03,256,65536,918483.0
1545,Ocultar,c,normal-03,256,65536,917331.0
1546,Ocultar,c,normal-03,256,65536,967001.0
1547,Ocultar,c,normal-03,256,65536,918427.0
1548,Ocultar,c,normal-03,256,65536,917891.0
1549,Ocultar,c,normal-03,256,65536,1013242.0
1550,Ocultar,c,normal-03,256,65536,921328.0
1551,Ocultar,c,normal-03,256,65536,1010208.0
1552,Ocultar,c,normal-03,256,65536,1018809.0
1553,Ocultar,c,normal-03,256,65536,8084289.0
1554,Ocultar,c,normal-03,256,65536,1045855.0
1555,Ocultar,c,normal-03,256,65536,1018583.0
1556,Ocultar,c,normal-03,256,65536,1026326.0
1557,Ocultar,c,normal-03,256,65536,918102.0
1558,Ocultar,c,normal-03,256,65536,918266.0
1559,Ocultar,c,normal-03,256,65536,962834.0
1560,Ocultar,c,normal-03,320,102400,1836104.0
1561,Ocultar,c,normal-03,320,102400,1566085.0
1562,Ocultar,c,normal-03,320,102400,1565481.0
1563,Ocultar,c,normal-03,320,102400,1432641.0
1564,Ocultar,c,normal-03,320,102400,1432620.0
1565,Ocultar,c,normal-03,320,102400,1481486.0
1566,Ocultar,c,normal-03,320,102400,1679464.0
1567,Ocultar,c,normal-03,320,102400,1536215.0
1568,Ocultar,c,normal-03,320,102400,1509295.0
1569,Ocultar,c,normal-03,320,102400,2248757.0
1570,Ocultar,c,normal-03,320,102400,1713713.0
1571,Ocultar,c,normal-03,320,102400,1432587.0
1572,Ocultar,c,normal-03,320,102400,1505967.0
1573,Ocultar,c,normal-03,320,102400,1594602.0
1574,Ocultar,c,normal-03,320,102400,1433320.0
1575,Ocultar,c,normal-03,320,102400,1520325.0
1576,Ocultar,c,normal-03,320,102400,1476833.0
1577,Ocultar,c,normal-03,320,102400,1432617.0
1578,Ocultar,c,normal-03,320,102400,1433025.0
1579,Ocultar,c,normal-03,320,102400,1629635.0
1580,Ocultar,c,normal-03,320,102400,1566960.0
1581,Ocultar,c,normal-03,320,102400,1482204.0
1582,Ocultar,c,normal-03,320,102400,1510454.0
1583,Ocultar,c,normal-03,320,102400,1679895.0
1584,Ocultar,c,normal-03,320,102400,1488244.0
1585,Ocultar,c,normal-03,320,102400,1431515.0
1586,Ocultar,c,normal-03,320,102400,1510129.0
1587,Ocultar,c,normal-03,320,102400,1599314.0
1588,Ocultar,c,normal-03,320,102400,1513975.0
1589,Ocultar,c,normal-03,320,102400,1517907.0
1590,Ocultar,c,normal-03,384,147456,2369276.0
1591,Ocultar,c,normal-03,384,147456,2180441.0
1592,Ocultar,c,normal-03,384,147456,2279924.0
1593,Ocultar,c,normal-03,384,147456,2330127.0
1594,Ocultar,c,normal-03,384,147456,2426203.0
1595,Ocultar,c,normal-03,384,147456,2224475.0
1596,Ocultar,c,normal-03,384,147456,2184676.0
1597,Ocultar,c,normal-03,384,147456,2186443.0
1598,Ocultar,c,normal-03,384,147456,2233676.0
1599,Ocultar,c,normal-03,384,147456,2165952.0
1600,Ocultar,c,normal-03,384,147456,3848247.0
1601,Ocultar,c,normal-03,384,147456,2251453.0
1602,Ocultar,c,normal-03,384,147456,2162398.0
1603,Ocultar,c,normal-03,384,147456,2370912.0
1604,Ocultar,c,normal-03,384,147456,2542358.0
1605,Ocultar,c,normal-03,384,147456,2062230.0
1606,Ocultar,c,normal-03,384,147456,2277353.0
1607,Ocultar,c,normal-03,384,147456,2233692.0
1608,Ocultar,c,normal-03,384,147456,2110059.0
1609,Ocultar,c,normal-03,384,147456,2324361.0
1610,Ocultar,c,normal-03,384,147456,2278981.0
1611,Ocultar,c,normal-03,384,147456,2061863.0
1612,Ocultar,c,normal-03,384,147456,2424815.0
1613,Ocultar,c,normal-03,384,147456,2241070.0
1614,Ocultar,c,normal-03,384,147456,2390278.0
1615,Ocultar,c,normal-03,384,147456,2220245.0
1616,Ocultar,c,normal-03,384,147456,2210597.0
1617,Ocultar,c,normal-03,384,147456,2369431.0
1618,Ocultar,c,normal-03,384,147456,2303837.0
1619,Ocultar,c,normal-03,384,147456,2340394.0
1620,Ocultar,c,normal-03,448,200704,2969287.0
1621,Ocultar,c,normal-03,448,200704,2936388.0
