,Ocultar,Lenguaje,Técnica,Resolucion,Píxeles,Ciclos
570,Ocultar,c,normal-01,256,65536,968866.0
571,Ocultar,c,normal-01,256,65536,1117872.0
572,Ocultar,c,normal-01,256,65536,1022396.0
573,Ocultar,c,normal-01,256,65536,1032938.0
574,Ocultar,c,normal-01,256,65536,1173757.0
575,Ocultar,c,normal-01,256,65536,1093066.0
576,Ocultar,c,normal-01,256,65536,1019900.0
577,Ocultar,c,normal-01,256,65536,1045910.0
578,Ocultar,c,normal-01,256,65536,1060425.0
579,Ocultar,c,normal-01,256,65536,969473.0
580,Ocultar,c,normal-01,256,65536,968976.0
581,Ocultar,c,normal-01,256,65536,969092.0
582,Ocultar,c,normal-01,256,65536,1021407.0
583,Ocultar,c,normal-01,256,65536,1048010.0
584,Ocultar,c,normal-01,256,65536,1052943.0
585,Ocultar,c,normal-01,256,65536,969104.0
586,Ocultar,c,normal-01,256,65536,1083281.0
587,Ocultar,c,normal-01,256,65536,1040757.0
588,Ocultar,c,normal-01,256,65536,1127747.0
589,Ocultar,c,normal-01,256,65536,1023972.0
590,Ocultar,c,normal-01,256,65536,1112522.0
591,Ocultar,c,normal-01,256,65536,1010928.0
592,Ocultar,c,normal-01,256,65536,969256.0
593,Ocultar,c,normal-01,256,65536,1087120.0
594,Ocultar,c,normal-01,256,65536,970090.0
595,Ocultar,c,normal-01,256,65536,1019718.0
596,Ocultar,c,normal-01,256,65536,1020707.0
597,Ocultar,c,normal-01,256,65536,1021113.0
598,Ocultar,c,normal-01,256,65536,1085680.0
599,Ocultar,c,normal-01,256,65536,1116406.0
600,Ocultar,c,normal-01,320,102400,1652357.0
601,Ocultar,c,normal-01,320,102400,1512766.0
602,Ocultar,c,normal-01,320,102400,1593897.0
603,Ocultar,c,normal-01,320,102400,2634976.0
604,Ocultar,c,normal-01,320,102400,1512024.0
605,Ocultar,c,normal-01,320,102400,1637097.0
606,Ocultar,c,normal-01,320,102400,1795798.0
607,Ocultar,c,normal-01,320,102400,1602273.0
608,Ocultar,c,normal-01,320,102400,1594007.0
609,Ocultar,c,normal-01,320,102400,1563712.0
610,Ocultar,c,normal-01,320,102400,1683378.0
611,Ocultar,c,normal-01,320,102400,1574345.0
612,Ocultar,c,normal-01,320,102400,1903449.0
613,Ocultar,c,normal-01,320,102400,1594255.0
614,Ocultar,c,normal-01,320,102400,1513397.0
615,Ocultar,c,normal-01,320,102400,1513093.0
616,Ocultar,c,normal-01,320,102400,1661706.0
617,Ocultar,c,normal-01,320,102400,1603667.0
618,Ocultar,c,normal-01,320,102400,1721770.0
619,Ocultar,c,normal-01,320,102400,1769451.0
620,Ocultar,c,normal-01,320,102400,1512220.0
621,Ocultar,c,normal-01,320,102400,1581824.0
622,Ocultar,c,normal-01,320,102400,1719230.0
623,Ocultar,c,normal-01,320,102400,1640735.0
624,Ocultar,c,normal-01,320,102400,1574334.0
625,Ocultar,c,normal-01,320,102400,1512125.0
626,Ocultar,c,normal-01,320,102400,1691588.0
627,Ocultar,c,normal-01,320,102400,8906200.0
628,Ocultar,c,normal-01,320,102400,1574509.0
629,Ocultar,c,normal-01,320,102400,1594344.0
630,Ocultar,c,normal-01,384,147456,2435470.0
631,Ocultar,c,normal-01,384,147456,2250717.0
632,Ocultar,c,normal-01,384,147456,2442869.0
633,Ocultar,c,normal-01,384,147456,2574043.0
634,Ocultar,c,normal-01,384,147456,2293328.0
635,Ocultar,c,normal-01,384,147456,2294847.0
636,Ocultar,c,normal-01,384,147456,8110174.0
637,Ocultar,c,normal-01,384,147456,2452627.0
638,Ocultar,c,normal-01,384,147456,2508228.0
639,Ocultar,c,normal-01,384,147456,2340782.0
640,Ocultar,c,normal-01,384,147456,9079408.0
641,Ocultar,c,normal-01,384,147456,2259058.0
642,Ocultar,c,normal-01,384,147456,2433194.0
643,Ocultar,c,normal-01,384,147456,2333174.0
644,Ocultar,c,normal-01,384,147456,2509074.0
645,Ocultar,c,normal-01,384,147456,2288624.0
646,Ocultar,c,normal-01,384,147456,2324700.0
647,Ocultar,c,normal-01,384,147456,2345778.0
648,Ocultar,c,normal-01,384,147456,21295128.0
649,Ocultar,c,normal-01,384,147456,2345110.0
650,Ocultar,c,normal-01,384,147456,2174128.0
651,Ocultar,c,normal-01,384,147456,2420746.0
652,Ocultar,c,normal-01,384,147456,2297501.0
653,Ocultar,c,normal-01,384,147456,2426739.0
654,Ocultar,c,normal-01,384,147456,2301913.0
655,Ocultar,c,normal-01,384,147456,2384027.0
656,Ocultar,c,normal-01,384,147456,2360537.0
657,Ocultar,c,normal-01,384,147456,2356623.0
658,Ocultar,c,normal-01,384,147456,2320722.0
659,Ocultar,c,normal-01,384,147456,2289959.0
660,Ocultar,c,normal-01,448,200704,3178700.0
661,Ocultar,c,normal-01,448,200704,3219321.0
662,Ocultar,c,normal-01,448,200704,3031742.0
663,Ocultar,c,normal-01,448,200704,3295850.0
664,Ocultar,c,normal-01,448,200704,3631743.0
665,Ocultar,c,normal-01,448,200704,3159675.0
666,Ocultar,c,normal-01,448,200704,3085111.0
667,Ocultar,c,normal-01,448,200704,3377062.0
668,Ocultar,c,normal-01,448,200704,3904495.0
669,Ocultar,c,normal-01,448,200704,3176046.0
670,Ocultar,c,normal-01,448,200704,3255283.0
671,Ocultar,c,normal-01,448,200704,3001815.0
672,Ocultar,c,normal-01,448,200704,3002419.0
673,Ocultar,c,normal-01,448,200704,3303836.0
674,Ocultar,c,normal-01,448,200704,3484022.0
675,Ocultar,c,normal-01,448,200704,3243451.0
676,Ocultar,c,normal-01,448,200704,3120057.0
677,Ocultar,c,normal-01,448,200704,3245964.0
678,Ocultar,c,normal-01,448,200704,3060349.0
679,Ocultar,c,normal-01,448,200704,3068862.0
680,Ocultar,c,normal-01,448,200704,3050882.0
681,Ocultar,c,normal-01,448,200704,3229038.0
682,Ocultar,c,normal-01,448,200704,3041453.0
683,Ocultar,c,normal-01,448,200704,3141542.0
684,Ocultar,c,normal-01,448,200704,3284023.0
685,Ocultar,c,normal-01,448,200704,11155590.0
686,Ocultar,c,normal-01,448,200704,3523567.0
687,Ocultar,c,normal-01,448,200704,3342793.0
688,Ocultar,c,normal-01,448,200704,6055149.0
689,Ocultar,c,normal-01,448,200704,3037887.0
690,Ocultar,c,normal-01,512,262144,12311554.0
691,Ocultar,c,normal-01,512,262144,4488161.0
692,Ocultar,c,normal-01,512,262144,4470435.0
693,Ocultar,c,normal-01,512,262144,6450803.0
694,Ocultar,c,normal-01,512,262144,4136324.0
695,Ocultar,c,normal-01,512,262144,5741485.0
696,Ocultar,c,normal-01,512,262144,4314975.0
697,Ocultar,c,normal-01,512,262144,4361651.0
698,Ocultar,c,normal-01,512,262144,4051838.0
699,Ocultar,c,normal-01,512,262144,9628783.0
700,Ocultar,c,normal-01,512,262144,4131394.0
701,Ocultar,c,normal-01,512,262144,4298995.0
702,Ocultar,c,normal-01,512,262144,4167145.0
703,Ocultar,c,normal-01,512,262144,4109998.0
704,Ocultar,c,normal-01,512,262144,4110465.0
705,Ocultar,c,normal-01,512,262144,4256212.0
706,Ocultar,c,normal-01,512,262144,17629542.0
707,Ocultar,c,normal-01,512,262144,4107043.0
708,Ocultar,c,normal-01,512,262144,4587811.0
709,Ocultar,c,normal-01,512,262144,4136907.0
710,Ocultar,c,normal-01,512,262144,4092465.0
711,Ocultar,c,normal-01,512,262144,4305736.0
712,Ocultar,c,normal-01,512,262144,4745850.0
713,Ocultar,c,normal-01,512,262144,43338296.0
714,Ocultar,c,normal-01,512,262144,5534489.0
715,Ocultar,c,normal-01,512,262144,5958513.0
716,Ocultar,c,normal-01,512,262144,36729860.0
717,Ocultar,c,normal-01,512,262144,4510262.0
718,Ocultar,c,normal-01,512,262144,16598263.0
719,Ocultar,c,normal-01,512,262144,4122952.0
720,Ocultar,c,normal-01,576,331776,5357088.0
721,Ocultar,c,normal-01,576,331776,5525198.0
722,Ocultar,c,normal-01,576,331776,5333306.0
723,Ocultar,c,normal-01,576,331776,5150609.0
724,Ocultar,c,normal-01,576,331776,5495262.0
725,Ocultar,c,normal-01,576,331776,5517974.0
726,Ocultar,c,normal-01,576,331776,5224815.0
727,Ocultar,c,normal-01,576,331776,5181099.0
728,Ocultar,c,normal-01,576,331776,5176848.0
729,Ocultar,c,normal-01,576,331776,5712366.0
730,Ocultar,c,normal-01,576,331776,5376784.0
731,Ocultar,c,normal-01,576,331776,5291596.0
732,Ocultar,c,normal-01,576,331776,35399752.0
733,Ocultar,c,normal-01,576,331776,12021866.0
734,Ocultar,c,normal-01,576,331776,5295517.0
735,Ocultar,c,normal-01,576,331776,5021807.0
736,Ocultar,c,normal-01,576,331776,5315723.0
737,Ocultar,c,normal-01,576,331776,7440389.0
738,Ocultar,c,normal-01,576,331776,5393543.0
739,Ocultar,c,normal-01,576,331776,26749452.0
740,Ocultar,c,normal-01,576,331776,5477431.0
741,Ocultar,c,normal-01,576,331776,5251853.0
742,Ocultar,c,normal-01,576,331776,5383977.0
743,Ocultar,c,normal-01,576,331776,5176315.0
744,Ocultar,c,normal-01,576,331776,5306368.0
745,Ocultar,c,normal-01,576,331776,5559107.0
746,Ocultar,c,normal-01,576,331776,5156620.0
747,Ocultar,c,normal-01,576,331776,5527468.0
748,Ocultar,c,normal-01,576,331776,5632766.0
749,Ocultar,c,normal-01,576,331776,5485581.0
750,Ocultar,c,normal-01,640,409600,6691163.0
751,Ocultar,c,normal-01,640,409600,6932121.0
752,Ocultar,c,normal-01,640,409600,6833487.0
753,Ocultar,c,normal-01,640,409600,12911652.0
754,Ocultar,c,normal-01,640,409600,6660311.0
755,Ocultar,c,normal-01,640,409600,6720601.0
756,Ocultar,c,normal-01,640,409600,7624221.0
757,Ocultar,c,normal-01,640,409600,6718061.0
758,Ocultar,c,normal-01,640,409600,7110756.0
759,Ocultar,c,normal-01,640,409600,7286757.0
760,Ocultar,c,normal-01,640,409600,6877589.0
761,Ocultar,c,normal-01,640,409600,10872657.0
762,Ocultar,c,normal-01,640,409600,6565311.0
763,Ocultar,c,normal-01,640,409600,6458881.0
764,Ocultar,c,normal-01,640,409600,6997930.0
765,Ocultar,c,normal-01,640,409600,7147807.0
766,Ocultar,c,normal-01,640,409600,6145500.0
767,Ocultar,c,normal-01,640,409600,6402171.0
768,Ocultar,c,normal-01,640,409600,6585368.0
769,Ocultar,c,normal-01,640,409600,6717387.0
770,Ocultar,c,normal-01,640,409600,28132096.0
771,Ocultar,c,normal-01,640,409600,6798960.0
772,Ocultar,c,normal-01,640,409600,6600571.0
773,Ocultar,c,normal-01,640,409600,6633383.0
774,Ocultar,c,normal-01,640,409600,6527140.0
775,Ocultar,c,normal-01,640,409600,7130342.0
776,Ocultar,c,normal-01,640,409600,6772036.0
777,Ocultar,c,normal-01,640,409600,13771581.0
778,Ocultar,c,normal-01,640,409600,7097451.0
779,Ocultar,c,normal-01,640,409600,6966728.0
780,Ocultar,c,normal-01,704,495616,15717722.0
781,Ocultar,c,normal-01,704,495616,7777098.0
782,Ocultar,c,normal-01,704,495616,7914334.0
783,Ocultar,c,normal-01,704,495616,8456173.0
784,Ocultar,c,normal-01,704,495616,7868303.0
785,Ocultar,c,normal-01,704,495616,7540278.0
786,Ocultar,c,normal-01,704,495616,30499348.0
787,Ocultar,c,normal-01,704,495616,8000299.0
788,Ocultar,c,normal-01,704,495616,8338721.0
789,Ocultar,c,normal-01,704,495616,8637248.0
790,Ocultar,c,normal-01,704,495616,8926761.0
791,Ocultar,c,normal-01,704,495616,23104748.0
792,Ocultar,c,normal-01,704,495616,9008239.0
793,Ocultar,c,normal-01,704,495616,18787252.0
794,Ocultar,c,normal-01,704,495616,8511190.0
795,Ocultar,c,normal-01,704,495616,20602598.0
796,Ocultar,c,normal-01,704,495616,33354598.0
797,Ocultar,c,normal-01,704,495616,11221890.0
798,Ocultar,c,normal-01,704,495616,7949355.0
799,Ocultar,c,normal-01,704,495616,7789894.0
800,Ocultar,c,normal-01,704,495616,7927293.0
801,Ocultar,c,normal-01,704,495616,11097594.0
802,Ocultar,c,normal-01,704,495616,8891580.0
803,Ocultar,c,normal-01,704,495616,7890608.0
804,Ocultar,c,normal-01,704,495616,8166778.0
805,Ocultar,c,normal-01,704,495616,7736674.0
806,Ocultar,c,normal-01,704,495616,7856955.0
807,Ocultar,c,normal-01,704,495616,7770864.0
808,Ocultar,c,normal-01,704,495616,8137801.0
809,Ocultar,c,normal-01,704,495616,25895700.0
810,Ocultar,c,normal-01,768,589824,9435443.0
811,Ocultar,c,normal-01,768,589824,23049350.0
812,Ocultar,c,normal-01,768,589824,18107956.0
813,Ocultar,c,normal-01,768,589824,10312931.0
814,Ocultar,c,normal-01,768,589824,21095900.0
815,Ocultar,c,normal-01,768,589824,10154605.0
816,Ocultar,c,normal-01,768,589824,9980818.0
817,Ocultar,c,normal-01,768,589824,11258452.0
818,Ocultar,c,normal-01,768,589824,10601211.0
819,Ocultar,c,normal-01,768,589824,12503552.0
820,Ocultar,c,normal-01,768,589824,30369318.0
821,Ocultar,c,normal-01,768,589824,9499483.0
822,Ocultar,c,normal-01,768,589824,11822285.0
823,Ocultar,c,normal-01,768,589824,9451969.0
824,Ocultar,c,normal-01,768,589824,9381239.0
825,Ocultar,c,normal-01,768,589824,9581264.0
826,Ocultar,c,normal-01,768,589824,10265628.0
827,Ocultar,c,normal-01,768,589824,10436879.0
828,Ocultar,c,normal-01,768,589824,9469963.0
829,Ocultar,c,normal-01,768,589824,9287526.0
830,Ocultar,c,normal-01,768,589824,9475003.0
831,Ocultar,c,normal-01,768,589824,9623731.0
832,Ocultar,c,normal-01,768,589824,9688401.0
833,Ocultar,c,normal-01,768,589824,52829260.0
834,Ocultar,c,normal-01,768,589824,37476344.0
835,Ocultar,c,normal-01,768,589824,24845376.0
836,Ocultar,c,normal-01,768,589824,32211672.0
837,Ocultar,c,normal-01,768,589824,9522752.0
838,Ocultar,c,normal-01,768,589824,9744361.0
839,Ocultar,c,normal-01,768,589824,9375446.0
840,Ocultar,c,normal-01,832,692224,11020294.0
841,Ocultar,c,normal-01,832,692224,11260236.0
842,Ocultar,c,normal-01,832,692224,10942120.0
843,Ocultar,c,normal-01,832,692224,11535580.0
844,Ocultar,c,normal-01,832,692224,21496512.0
845,Ocultar,c,normal-01,832,692224,11955641.0
846,Ocultar,c,normal-01,832,692224,13862010.0
847,Ocultar,c,normal-01,832,692224,11562740.0
848,Ocultar,c,normal-01,832,692224,12038513.0
849,Ocultar,c,normal-01,832,692224,17161824.0
850,Ocultar,c,normal-01,832,692224,11032587.0
851,Ocultar,c,normal-01,832,692224,11088335.0
852,Ocultar,c,normal-01,832,692224,10907838.0
853,Ocultar,c,normal-01,832,692224,16466907.0
854,Ocultar,c,normal-01,832,692224,28620212.0
855,Ocultar,c,normal-01,832,692224,20948592.0
856,Ocultar,c,normal-01,832,692224,10971813.0
857,Ocultar,c,normal-01,832,692224,11445859.0
858,Ocultar,c,normal-01,832,692224,10978917.0
859,Ocultar,c,normal-01,832,692224,11150592.0
860,Ocultar,c,normal-01,832,692224,20760002.0
861,Ocultar,c,normal-01,832,692224,11938023.0
862,Ocultar,c,normal-01,832,692224,11000843.0
863,Ocultar,c,normal-01,832,692224,10760423.0
864,Ocultar,c,normal-01,832,692224,11656267.0
865,Ocultar,c,normal-01,832,692224,10925677.0
866,Ocultar,c,normal-01,832,692224,11313993.0
867,Ocultar,c,normal-01,832,692224,11197417.0
868,Ocultar,c,normal-01,832,692224,11742518.0
869,Ocultar,c,normal-01,832,692224,10898020.0
870,Ocultar,c,normal-01,896,802816,12869141.0
871,Ocultar,c,normal-01,896,802816,13485545.0
872,Ocultar,c,normal-01,896,802816,13143805.0
873,Ocultar,c,normal-01,896,802816,15271015.0
874,Ocultar,c,normal-01,896,802816,12862688.0
875,Ocultar,c,normal-01,896,802816,13360974.0
876,Ocultar,c,normal-01,896,802816,13671512.0
877,Ocultar,c,normal-01,896,802816,27236868.0
878,Ocultar,c,normal-01,896,802816,26479376.0
879,Ocultar,c,normal-01,896,802816,12960588.0
880,Ocultar,c,normal-01,896,802816,13783421.0
881,Ocultar,c,normal-01,896,802816,14349739.0
882,Ocultar,c,normal-01,896,802816,13093300.0
883,Ocultar,c,normal-01,896,802816,13039400.0
884,Ocultar,c,normal-01,896,802816,13191619.0
885,Ocultar,c,normal-01,896,802816,13520309.0
886,Ocultar,c,normal-01,896,802816,13042680.0
887,Ocultar,c,normal-01,896,802816,13619828.0
888,Ocultar,c,normal-01,896,802816,15380126.0
889,Ocultar,c,normal-01,896,802816,13015075.0
890,Ocultar,c,normal-01,896,802816,13448546.0
891,Ocultar,c,normal-01,896,802816,14688627.0
892,Ocultar,c,normal-01,896,802816,12785158.0
893,Ocultar,c,normal-01,896,802816,13443977.0
894,Ocultar,c,normal-01,896,802816,13045594.0
895,Ocultar,c,normal-01,896,802816,13412186.0
896,Ocultar,c,normal-01,896,802816,15172896.0
897,Ocultar,c,normal-01,896,802816,12987749.0
898,Ocultar,c,normal-01,896,802816,12900631.0
899,Ocultar,c,normal-01,896,802816,25076588.0
900,Ocultar,c,normal-01,960,921600,14783396.0
901,Ocultar,c,normal-01,960,921600,15955428.0
902,Ocultar,c,normal-01,960,921600,15668797.0
903,Ocultar,c,normal-01,960,921600,15119208.0
904,Ocultar,c,normal-01,960,921600,15476236.0
905,Ocultar,c,normal-01,960,921600,15832233.0
906,Ocultar,c,normal-01,960,921600,15756628.0
907,Ocultar,c,normal-01,960,921600,14682327.0
908,Ocultar,c,normal-01,960,921600,15141986.0
909,Ocultar,c,normal-01,960,921600,14896226.0
910,Ocultar,c,normal-01,960,921600,25268796.0
911,Ocultar,c,normal-01,960,921600,15100942.0
912,Ocultar,c,normal-01,960,921600,15747852.0
913,Ocultar,c,normal-01,960,921600,16207264.0
914,Ocultar,c,normal-01,960,921600,14831496.0
915,Ocultar,c,normal-01,960,921600,14855162.0
916,Ocultar,c,normal-01,960,921600,15450875.0
917,Ocultar,c,normal-01,960,921600,15513955.0
918,Ocultar,c,normal-01,960,921600,16095940.0
919,Ocultar,c,normal-01,960,921600,28190278.0
920,Ocultar,c,normal-01,960,921600,14985552.0
921,Ocultar,c,normal-01,960,921600,15698269.0
922,Ocultar,c,normal-01,960,921600,15554715.0
923,Ocultar,c,normal-01,960,921600,14757999.0
924,Ocultar,c,normal-01,960,921600,16540982.0
925,Ocultar,c,normal-01,960,921600,15519937.0
926,Ocultar,c,normal-01,960,921600,14911078.0
927,Ocultar,c,normal-01,960,921600,14903402.0
928,Ocultar,c,normal-01,960,921600,15544466.0
929,Ocultar,c,normal-01,960,921600,15867609.0
930,Ocultar,c,normal-01,1024,1048576,18532790.0
931,Ocultar,c,normal-01,1024,1048576,17382334.0
932,Ocultar,c,normal-01,1024,1048576,17894448.0
933,Ocultar,c,normal-01,1024,1048576,17231688.0
934,Ocultar,c,normal-01,1024,1048576,16767163.0
935,Ocultar,c,normal-01,1024,1048576,16645014.0
936,Ocultar,c,normal-01,1024,1048576,16891094.0
937,Ocultar,c,normal-01,1024,1048576,17360642.0
938,Ocultar,c,normal-01,1024,1048576,19641926.0
939,Ocultar,c,normal-01,1024,1048576,17480020.0
940,Ocultar,c,normal-01,1024,1048576,17230316.0
941,Ocultar,c,normal-01,1024,1048576,17655666.0
942,Ocultar,c,normal-01,1024,1048576,17378584.0
943,Ocultar,c,normal-01,1024,1048576,19294652.0
944,Ocultar,c,normal-01,1024,1048576,18087384.0
945,Ocultar,c,normal-01,1024,1048576,16830850.0
946,Ocultar,c,normal-01,1024,1048576,51803316.0
947,Ocultar,c,normal-01,1024,1048576,16966668.0
948,Ocultar,c,normal-01,1024,1048576,17107788.0
949,Ocultar,c,normal-01,1024,1048576,17082084.0
950,Ocultar,c,normal-01,1024,1048576,17074494.0
951,Ocultar,c,normal-01,1024,1048576,16544261.0
952,Ocultar,c,normal-01,1024,1048576,33516824.0
953,Ocultar,c,normal-01,1024,1048576,16591128.0
954,Ocultar,c,normal-01,1024,1048576,16896024.0
955,Ocultar,c,normal-01,1024,1048576,17252140.0
956,Ocultar,c,normal-01,1024,1048576,19686008.0
957,Ocultar,c,normal-01,1024,1048576,17539232.0
958,Ocultar,c,normal-01,1024,1048576,16949450.0
959,Ocultar,c,normal-01,1024,1048576,16606096.0
960,Ocultar,c,normal-02,64,4096,59705.0
961,Ocultar,c,normal-02,64,4096,58949.0
962,Ocultar,c,normal-02,64,4096,63977.0
963,Ocultar,c,normal-02,64,4096,59056.0
964,Ocultar,c,normal-02,64,4096,59086.0
965,Ocultar,c,normal-02,64,4096,62425.0
966,Ocultar,c,normal-02,64,4096,62306.0
967,Ocultar,c,normal-02,64,4096,62315.0
968,Ocultar,c,normal-02,64,4096,59059.0
969,Ocultar,c,normal-02,64,4096,97026.0
970,Ocultar,c,normal-02,64,4096,59527.0
971,Ocultar,c,normal-02,64,4096,59032.0
972,Ocultar,c,normal-02,64,4096,62413.0
973,Ocultar,c,normal-02,64,4096,59011.0
974,Ocultar,c,normal-02,64,4096,59092.0
975,Ocultar,c,normal-02,64,4096,58973.0
976,Ocultar,c,normal-02,64,4096,58952.0
977,Ocultar,c,normal-02,64,4096,58839.0
978,Ocultar,c,normal-02,64,4096,62175.0
979,Ocultar,c,normal-02,64,4096,58976.0
980,Ocultar,c,normal-02,64,4096,58913.0
981,Ocultar,c,normal-02,64,4096,62196.0
982,Ocultar,c,normal-02,64,4096,62142.0
983,Ocultar,c,normal-02,64,4096,62276.0
984,Ocultar,c,normal-02,64,4096,58940.0
985,Ocultar,c,normal-02,64,4096,58949.0
986,Ocultar,c,normal-02,64,4096,58755.0
987,Ocultar,c,normal-02,64,4096,62416.0
988,Ocultar,c,normal-02,64,4096,58991.0
989,Ocultar,c,normal-02,64,4096,58779.0
990,Ocultar,c,normal-02,128,16384,231980.0
991,Ocultar,c,normal-02,128,16384,232087.0
992,Ocultar,c,normal-02,128,16384,231971.0
993,Ocultar,c,normal-02,128,16384,232061.0
994,Ocultar,c,normal-02,128,16384,276288.0
995,Ocultar,c,normal-02,128,16384,245021.0
996,Ocultar,c,normal-02,128,16384,232290.0
997,Ocultar,c,normal-02,128,16384,232180.0
998,Ocultar,c,normal-02,128,16384,232228.0
999,Ocultar,c,normal-02,128,16384,538069.0
1000,Ocultar,c,normal-02,128,16384,232448.0
1001,Ocultar,c,normal-02,128,16384,232379.0
1002,Ocultar,c,normal-02,128,16384,231941.0
1003,Ocultar,c,normal-02,128,16384,232626.0
1004,Ocultar,c,normal-02,128,16384,273512.0
1005,Ocultar,c,normal-02,128,16384,244193.0
1006,Ocultar,c,normal-02,128,16384,244732.0
1007,Ocultar,c,normal-02,128,16384,244920.0
1008,Ocultar,c,normal-02,128,16384,244404.0
1009,Ocultar,c,normal-02,128,16384,273711.0
1010,Ocultar,c,normal-02,128,16384,231989.0
1011,Ocultar,c,normal-02,128,16384,231855.0
1012,Ocultar,c,normal-02,128,16384,231983.0
1013,Ocultar,c,normal-02,128,16384,232105.0
1014,Ocultar,c,normal-02,128,16384,245036.0
1015,Ocultar,c,normal-02,128,16384,277284.0
1016,Ocultar,c,normal-02,128,16384,232064.0
1017,Ocultar,c,normal-02,128,16384,232224.0
1018,Ocultar,c,normal-02,128,16384,245191.0
1019,Ocultar,c,normal-02,128,16384,279037.0
1020,Ocultar,c,normal-02,192,36864,591339.0
1021,Ocultar,c,normal-02,192,36864,519093.0
1022,Ocultar,c,normal-02,192,36864,518634.0
1023,Ocultar,c,normal-02,192,36864,622396.0
1024,Ocultar,c,normal-02,192,36864,519042.0
1025,Ocultar,c,normal-02,192,36864,547600.0
1026,Ocultar,c,normal-02,192,36864,518545.0
1027,Ocultar,c,normal-02,192,36864,518542.0
1028,Ocultar,c,normal-02,192,36864,519513.0
1029,Ocultar,c,normal-02,192,36864,518938.0
1030,Ocultar,c,normal-02,192,36864,609841.0
1031,Ocultar,c,normal-02,192,36864,562106.0
1032,Ocultar,c,normal-02,192,36864,1336229.0
1033,Ocultar,c,normal-02,192,36864,547031.0
1034,Ocultar,c,normal-02,192,36864,546509.0
1035,Ocultar,c,normal-02,192,36864,519474.0
1036,Ocultar,c,normal-02,192,36864,518506.0
1037,Ocultar,c,normal-02,192,36864,518220.0
1038,Ocultar,c,normal-02,192,36864,757936.0
1039,Ocultar,c,normal-02,192,36864,518444.0
1040,Ocultar,c,normal-02,192,36864,564086.0
1041,Ocultar,c,normal-02,192,36864,561799.0
1042,Ocultar,c,normal-02,192,36864,1643692.0
1043,Ocultar,c,normal-02,192,36864,547838.0
1044,Ocultar,c,normal-02,192,36864,628666.0
1045,Ocultar,c,normal-02,192,36864,519227.0
1046,Ocultar,c,normal-02,192,36864,566425.0
1047,Ocultar,c,normal-02,192,36864,519033.0
1048,Ocultar,c,normal-02,192,36864,547329.0
1049,Ocultar,c,normal-02,192,36864,518485.0
1050,Ocultar,c,normal-02,256,65536,969390.0
1051,Ocultar,c,normal-02,256,65536,919177.0
1052,Ocultar,c,normal-02,256,65536,1020843.0
1053,Ocultar,c,normal-02,256,65536,1040583.0
1054,Ocultar,c,normal-02,256,65536,995667.0
1055,Ocultar,c,normal-02,256,65536,1266268.0
1056,Ocultar,c,normal-02,256,65536,919335.0
1057,Ocultar,c,normal-02,256,65536,989620.0
1058,Ocultar,c,normal-02,256,65536,989310.0
1059,Ocultar,c,normal-02,256,65536,1075652.0
1060,Ocultar,c,normal-02,256,65536,998016.0
1061,Ocultar,c,normal-02,256,65536,1311337.0
1062,Ocultar,c,normal-02,256,65536,1409339.0
1063,Ocultar,c,normal-02,256,65536,1046834.0
1064,Ocultar,c,normal-02,256,65536,1083886.0
1065,Ocultar,c,normal-02,256,65536,1116812.0
1066,Ocultar,c,normal-02,256,65536,996649.0
1067,Ocultar,c,normal-02,256,65536,1019460.0
1068,Ocultar,c,normal-02,256,65536,918820.0
1069,Ocultar,c,normal-02,256,65536,918689.0
1070,Ocultar,c,normal-02,256,65536,919255.0
1071,Ocultar,c,normal-02,256,65536,1016868.0
1072,Ocultar,c,normal-02,256,65536,1064763.0
1073,Ocultar,c,normal-02,256,65536,969095.0
1074,Ocultar,c,normal-02,256,65536,1158602.0
1075,Ocultar,c,normal-02,256,65536,919228.0
1076,Ocultar,c,normal-02,256,65536,1006143.0
1077,Ocultar,c,normal-02,256,65536,919103.0
1078,Ocultar,c,normal-02,256,65536,1054040.0
1079,Ocultar,c,normal-02,256,65536,1140047.0
1080,Ocultar,c,normal-02,320,102400,1739708.0
1081,Ocultar,c,normal-02,320,102400,1433945.0
1082,Ocultar,c,normal-02,320,102400,1514120.0
1083,Ocultar,c,normal-02,320,102400,1538967.0
1084,Ocultar,c,normal-02,320,102400,2431365.0
1085,Ocultar,c,normal-02,320,102400,1489581.0
1086,Ocultar,c,normal-02,320,102400,1510502.0
1087,Ocultar,c,normal-02,320,102400,1484994.0
1088,Ocultar,c,normal-02,320,102400,1757844.0
1089,Ocultar,c,normal-02,320,102400,1510243.0
1090,Ocultar,c,normal-02,320,102400,1488700.0
1091,Ocultar,c,normal-02,320,102400,3108301.0
1092,Ocultar,c,normal-02,320,102400,1710142.0
1093,Ocultar,c,normal-02,320,102400,1669725.0
1094,Ocultar,c,normal-02,320,102400,1517571.0
1095,Ocultar,c,normal-02,320,102400,1579926.0
1096,Ocultar,c,normal-02,320,102400,1563639.0
1097,Ocultar,c,normal-02,320,102400,1511768.0
1098,Ocultar,c,normal-02,320,102400,2312103.0
1099,Ocultar,c,normal-02,320,102400,1511765.0
1100,Ocultar,c,normal-02,320,102400,15676805.0
1101,Ocultar,c,normal-02,320,102400,1435021.0
1102,Ocultar,c,normal-02,320,102400,1436933.0
1103,Ocultar,c,normal-02,320,102400,1503152.0
