,Zigzag,Lenguaje,Técnica,Resolucion,Píxeles,Ciclos
458,Zigzag,asm,normal,1024,1048576,7686597.0
459,Zigzag,asm,normal,1024,1048576,7425624.0
460,Zigzag,asm,normal,1024,1048576,19740332.0
461,Zigzag,asm,normal,1024,1048576,7748236.0
462,Zigzag,asm,normal,1024,1048576,7316599.0
463,Zigzag,asm,normal,1024,1048576,7242292.0
464,Zigzag,asm,normal,1024,1048576,13267084.0
465,Zigzag,asm,normal,1024,1048576,7827447.0
466,Zigzag,asm,normal,1024,1048576,7452283.0
467,Zigzag,asm,normal,1024,1048576,16313452.0
468,Zigzag,asm,normal,1024,1048576,13191735.0
469,Zigzag,asm,normal,1024,1048576,7139291.0
470,Zigzag,asm,normal,1024,1048576,21746352.0
471,Zigzag,asm,normal,1024,1048576,7942474.0
472,Zigzag,asm,normal,1024,1048576,18659960.0
473,Zigzag,asm,normal,1024,1048576,7446567.0
474,Zigzag,asm,normal,1024,1048576,7774483.0
475,Zigzag,asm,normal,1024,1048576,26284154.0
476,Zigzag,asm,normal,1024,1048576,7908817.0
477,Zigzag,asm,normal,1024,1048576,7411591.0
478,Zigzag,asm,normal,1024,1048576,7624540.0
479,Zigzag,asm,normal,1024,1048576,7341963.0
480,Zigzag,asm,mascara-memoria-con-align,64,4096,25915.0
481,Zigzag,asm,mascara-memoria-con-align,64,4096,26097.0
482,Zigzag,asm,mascara-memoria-con-align,64,4096,25888.0
483,Zigzag,asm,mascara-memoria-con-align,64,4096,25963.0
484,Zigzag,asm,mascara-memoria-con-align,64,4096,26689.0
485,Zigzag,asm,mascara-memoria-con-align,64,4096,30800.0
486,Zigzag,asm,mascara-memoria-con-align,64,4096,25727.0
487,Zigzag,asm,mascara-memoria-con-align,64,4096,27565.0
488,Zigzag,asm,mascara-memoria-con-align,64,4096,27479.0
489,Zigzag,asm,mascara-memoria-con-align,64,4096,26034.0
490,Zigzag,asm,mascara-memoria-con-align,64,4096,26004.0
491,Zigzag,asm,mascara-memoria-con-align,64,4096,25710.0
492,Zigzag,asm,mascara-memoria-con-align,64,4096,26052.0
493,Zigzag,asm,mascara-memoria-con-align,64,4096,25876.0
494,Zigzag,asm,mascara-memoria-con-align,64,4096,27690.0
495,Zigzag,asm,mascara-memoria-con-align,64,4096,27455.0
496,Zigzag,asm,mascara-memoria-con-align,64,4096,27550.0
497,Zigzag,asm,mascara-memoria-con-align,64,4096,25900.0
498,Zigzag,asm,mascara-memoria-con-align,64,4096,25927.0
499,Zigzag,asm,mascara-memoria-con-align,64,4096,25790.0
500,Zigzag,asm,mascara-memoria-con-align,64,4096,27306.0
